role_id,role_title,skill_id,skill_name,skill_meta_cat,frequency,importance,proficiency_level,skill_category
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK396,phoenix,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK397,play framework,backend,0.025463,0.013307,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK398,micronaut,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK399,quarkus,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK400,vert.x,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK401,graphql,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK402,apollo graphql,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK403,prisma,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK404,sequelize,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK405,typeorm,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK406,drizzle orm,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK407,sqlalchemy,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK408,deno,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK409,bun,backend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK410,grpc,backend,0.00463,0.00857,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK411,trpc,fullstack,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK412,redux,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK413,zustand,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK414,mobx,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK415,recoil,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK416,pinia,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK417,tanstack query,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK418,gatsby,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK419,eleventy,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK420,hugo,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK421,jekyll,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK422,three.js,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK423,d3.js,frontend,0.009259,0.020622,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK424,cypress,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK425,playwright,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK426,puppeteer,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK427,selenium,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK428,jest,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK429,vitest,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK430,mocha,frontend,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK431,aws lambda,cloud,0.006944,0.007355,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK432,aws s3,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK433,aws ec2,cloud,0.002315,0.001581,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK434,aws rds,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK435,aws dynamodb,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK436,aws cloudformation,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK437,aws eks,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK438,aws ecs,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK439,aws fargate,cloud,0.009259,0.02511,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK440,aws sqs,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK441,aws sns,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK442,aws kinesis,cloud,0.016204,0.020809,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK443,aws step functions,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK444,aws api gateway,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK445,aws cloudwatch,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK446,aws iam,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK447,aws vpc,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK448,aws route 53,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK449,aws cloudfront,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK450,aws elasticache,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK451,aws redshift,cloud,0.013889,0.011955,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK452,aws glue,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK453,aws athena,cloud,0.009259,0.01714,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK454,aws sagemaker,cloud,0.00463,0.010311,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK455,aws cdk,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK456,aws amplify,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK457,aws cognito,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK458,aws secrets manager,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK459,aws eventbridge,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK460,aws codecommit,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK461,aws codepipeline,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK462,aws codebuild,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK463,aws codedeploy,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK464,aws elastic beanstalk,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK465,aws aurora,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK466,aws documentdb,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK467,aws emr,cloud,0.013889,0.017836,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK468,aws msk,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK469,aws waf,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK470,aws organizations,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK471,azure app service,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK472,azure functions,cloud,0.00463,0.007148,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK473,azure cosmos db,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK474,azure kubernetes service,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK475,azure devops,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK476,azure sql database,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK477,azure blob storage,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK478,azure active directory,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK479,azure virtual machines,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK480,azure container instances,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK481,azure container apps,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK482,azure event hub,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK483,azure service bus,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK484,azure key vault,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK485,azure logic apps,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK486,azure data factory,cloud,0.00463,0.005945,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK487,azure synapse analytics,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK488,azure machine learning,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK489,azure cognitive services,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK490,azure monitor,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK491,azure front door,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK492,azure cdn,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK493,azure api management,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK494,azure redis cache,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK495,azure databricks,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK496,azure openai service,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK497,azure static web apps,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK498,azure bicep,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK499,azure terraform,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK500,azure sentinel,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK501,google compute engine,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK502,google cloud functions,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK503,google bigquery,cloud,0.013889,0.017836,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK504,google kubernetes engine,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK505,google cloud run,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK506,google cloud storage,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK507,google pub/sub,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK508,google cloud sql,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK509,google firestore,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK510,google spanner,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK511,google dataflow,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK512,google dataproc,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK513,google vertex ai,cloud,0.00463,0.021125,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK514,google cloud composer,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK515,google cloud build,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK516,google artifact registry,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK517,google cloud armor,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK518,google cloud iam,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK519,google cloud cdn,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK520,google cloud logging,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK521,google cloud monitoring,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK522,google apigee,cloud,0.002315,0.005155,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK523,google anthos,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK524,google cloud memorystore,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK525,google alloydb,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK526,google cloud tasks,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK527,google cloud scheduler,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK528,google looker,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK529,google firebase,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK530,google cloud endpoints,cloud,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK531,tensorflow,ai_ml,0.226852,0.29132,beginner,nice_to_have
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK532,pytorch,ai_ml,0.150463,0.510831,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK533,keras,ai_ml,0.127315,0.34526,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK534,scikit-learn,ai_ml,0.101852,0.188541,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK535,hugging face transformers,ai_ml,0.018519,0.0845,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK536,jax,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK537,xgboost,ai_ml,0.011574,0.031387,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK538,lightgbm,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK539,catboost,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK540,fastai,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK541,onnx,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK542,pandas,data,0.0625,0.096495,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK543,numpy,data,0.064815,0.119981,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK544,scipy,data,0.023148,0.051554,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK545,matplotlib,data,0.043981,0.119272,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK546,seaborn,data,0.023148,0.035739,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK547,plotly,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK548,statsmodels,data,0.00463,0.015718,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK549,polars,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK550,dask,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK551,large language models,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK552,gpt models,ai_ml,0.00463,0.021125,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK553,bert,ai_ml,0.006944,0.023577,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK554,langchain,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK555,llamaindex,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK556,retrieval augmented generation,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK557,prompt engineering,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK558,fine tuning llms,ai_ml,0.034722,0.036777,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK559,vector databases,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK560,embeddings,ai_ml,0.00463,0.021125,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK561,openai api,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK562,anthropic claude,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK563,stable diffusion,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK564,midjourney,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK565,ai agents,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK566,autogen,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK567,crewai,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK568,semantic kernel,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK569,llama,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK570,mistral,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK571,gemini api,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK572,copilot integration,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK573,ai ethics,ai_ml,0.016204,0.055013,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK574,generative ai,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK575,multimodal ai,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK576,mlflow,ai_ml,0.016204,0.043942,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK577,kubeflow,ai_ml,0.011574,0.031387,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK578,weights and biases,ai_ml,0.00463,0.021125,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK579,dvc,ai_ml,0.00463,0.021125,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK580,feature store,ai_ml,0.002315,0.004285,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK581,model serving,ai_ml,0.009259,0.031436,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK582,triton inference server,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK583,bentoml,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK584,seldon core,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK585,ml monitoring,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK586,experiment tracking,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK587,model registry,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK588,label studio,ai_ml,0.00463,0.015718,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK589,great expectations,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK590,evidently ai,ai_ml,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK591,apache spark,data,0.152778,0.057443,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK592,apache kafka,data,0.030093,0.031874,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK593,apache airflow,data,0.009259,0.011891,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK594,apache flink,data,0.009259,0.014296,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK595,apache beam,data,0.00463,0.010311,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK596,apache nifi,data,0.011574,0.012259,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK597,apache cassandra advanced,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK598,apache druid,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK599,apache iceberg,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK600,delta lake,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK601,apache hudi,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK602,presto,data,0.002315,0.004285,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK603,dbt,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK604,snowflake,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK605,databricks platform,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK606,data lakehouse,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK607,data mesh,data,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK608,data governance,data,0.034722,0.036777,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK609,data pipeline,data,0.006944,0.010722,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK610,streaming analytics,data,0.00463,0.012555,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK611,power bi,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK612,looker,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK613,metabase,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK614,apache superset,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK615,qlik,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK616,sisense,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK617,grafana dashboards,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK618,google data studio,analytics,0.0,0.0,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK619,excel analytics,analytics,0.025463,0.00296,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK620,jupyter notebooks,data,0.009259,0.01714,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK621,opencv,ai_ml,0.069444,0.188324,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK622,yolo,ai_ml,0.018519,0.062872,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK623,object detection,ai_ml,0.053241,0.180756,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK624,image segmentation,ai_ml,0.025463,0.116187,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK625,ocr,ai_ml,0.032407,0.05999,optional,optional
AI_ML_ENGINEER_INT,AI / ML Engineer (Entry Level),SK626,face recognition,ai_ml,0.00463,0.021125,optional,optional
