skill_id,name,aliases,category,type
SK591,apache spark,"spark,apache spark,pyspark,spark sql",data,technical
SK592,apache kafka,"kafka,apache kafka,kafka streams",data,technical
SK593,apache airflow,"airflow,apache airflow,dag",data,technical
SK594,apache flink,"flink,apache flink,stream processing",data,technical
SK595,apache beam,"beam,apache beam,dataflow sdk",data,technical
SK596,apache nifi,"nifi,apache nifi,data flow",data,technical
SK597,apache cassandra advanced,"cassandra tuning,cassandra data modeling",data,technical
SK598,apache druid,"druid,apache druid,olap",data,technical
SK599,apache iceberg,"iceberg,apache iceberg,table format",data,technical
SK600,delta lake,"delta lake,delta,databricks delta",data,technical
SK601,apache hudi,"hudi,apache hudi",data,technical
SK602,presto,"presto,trino,presto sql",data,technical
SK603,dbt,"dbt,data build tool,dbt core",data,technical
SK604,snowflake,"snowflake,snowflake db,snowflake data cloud",data,technical
SK605,databricks platform,"databricks,databricks platform,lakehouse",data,technical
SK606,data lakehouse,"lakehouse,data lakehouse,lake house",data,technical
SK607,data mesh,"data mesh,data domain,data as product",data,technical
SK608,data governance,"data governance,data quality,data catalog",data,technical
SK609,data pipeline,"data pipeline,etl pipeline,elt",data,technical
SK610,streaming analytics,"streaming analytics,real-time analytics",data,technical
SK611,power bi,"power bi,powerbi,pbi",analytics,technical
SK612,looker,"looker,google looker,looker studio",analytics,technical
SK613,metabase,metabase,analytics,technical
SK614,apache superset,"superset,apache superset",analytics,technical
SK615,qlik,"qlik,qlikview,qlik sense",analytics,technical
SK616,sisense,sisense,analytics,technical
SK617,grafana dashboards,"grafana dashboard,grafana viz",analytics,technical
SK618,google data studio,"data studio,google data studio,looker studio",analytics,technical
SK619,excel analytics,"excel,advanced excel,excel analytics,pivot tables",analytics,technical
SK620,jupyter notebooks,"jupyter,jupyter notebook,jupyterlab,ipynb",data,technical
SK621,opencv,"opencv,cv2,open cv",ai_ml,technical
SK622,yolo,"yolo,yolov5,yolov8,ultralytics",ai_ml,technical
SK623,object detection,"object detection,object recognition",ai_ml,technical
SK624,image segmentation,"image segmentation,semantic segmentation,instance segmentation",ai_ml,technical
SK625,ocr,"ocr,optical character recognition,tesseract",ai_ml,technical
SK626,face recognition,"face recognition,face detection,facial recognition",ai_ml,technical
SK627,image classification,"image classification,image recognition",ai_ml,technical
SK628,pose estimation,"pose estimation,human pose,mediapipe",ai_ml,technical
SK629,3d vision,"3d vision,point cloud,depth estimation",ai_ml,technical
SK630,video analytics,"video analytics,video processing,video ai",ai_ml,technical
SK631,spacy,"spacy,spacy nlp",ai_ml,technical
SK632,nltk,"nltk,natural language toolkit",ai_ml,technical
SK633,text classification,"text classification,sentiment analysis,text categorization",ai_ml,technical
SK634,named entity recognition,"ner,named entity recognition,entity extraction",ai_ml,technical
SK635,topic modeling,"topic modeling,lda,topic extraction",ai_ml,technical
SK636,machine translation,"machine translation,neural translation,nmt",ai_ml,technical
SK637,speech recognition,"speech recognition,asr,speech to text,stt",ai_ml,technical
SK638,text generation,"text generation,language generation,nlg",ai_ml,technical
SK639,question answering,"question answering,qa system,reading comprehension",ai_ml,technical
SK640,chatbot development,"chatbot,conversational ai,dialog systems",ai_ml,technical
SK641,text summarization,"text summarization,abstractive summarization,extractive summarization",ai_ml,technical
SK642,information retrieval,"information retrieval,search ranking,document retrieval",ai_ml,technical
SK643,knowledge graphs,"knowledge graph,ontology,knowledge base",ai_ml,technical
SK644,text analytics,"text analytics,text mining,corpus analysis",ai_ml,technical
SK645,tokenization,"tokenization,subword tokenization,bpe",ai_ml,technical
SK646,kubernetes,"kubernetes,k8s,kube,container orchestration",devops,technical
SK647,helm charts,"helm,helm charts,helm chart,k8s helm",devops,technical
SK648,podman,"podman,pod manager",devops,technical
SK649,containerd,"containerd,container runtime",devops,technical
SK650,docker swarm,"docker swarm,swarm mode",devops,technical
SK651,container security,"container security,image scanning,trivy",devops,technical
SK652,openshift,"openshift,red hat openshift,ocp",devops,technical
SK653,rancher,"rancher,rancher desktop",devops,technical
SK654,k3s,"k3s,lightweight kubernetes",devops,technical
SK655,jenkins,"jenkins,jenkins ci,jenkins pipeline",devops,technical
SK656,gitlab ci,"gitlab ci,gitlab ci/cd,gitlab runner",devops,technical
SK657,github actions,"github actions,gha,gh actions",devops,technical
SK658,circleci,"circleci,circle ci",devops,technical
SK659,argocd,"argocd,argo cd,argo gitops",devops,technical
SK660,tekton,"tekton,tekton pipelines",devops,technical
SK661,azure pipelines,"azure pipelines,ado pipelines",devops,technical
SK662,aws codepipeline advanced,"codepipeline advanced,aws cicd",devops,technical
SK663,drone ci,"drone,drone ci",devops,technical
SK664,buildkite,buildkite,devops,technical
SK665,spinnaker,"spinnaker,continuous delivery",devops,technical
SK666,flux cd,"flux,fluxcd,flux cd,gitops",devops,technical
SK667,harness,"harness,harness io,harness cd",devops,technical
SK668,bamboo,"bamboo,atlassian bamboo",devops,technical
SK669,travis ci,"travis,travis ci,travisci",devops,technical
SK670,terraform,"terraform,tf,hcl,hashicorp terraform",devops,technical
SK671,ansible,"ansible,ansible playbook,ansible automation",devops,technical
SK672,pulumi,pulumi,devops,technical
SK673,cloudformation advanced,"cloudformation advanced,cfn templates,aws iac",devops,technical
SK674,chef,"chef,chef infra,chef cookbook",devops,technical
SK675,puppet,"puppet,puppet enterprise",devops,technical
SK676,saltstack,"saltstack,salt,salt automation",devops,technical
SK677,vagrant,"vagrant,vagrantfile,hashicorp vagrant",devops,technical
SK678,packer,"packer,hashicorp packer,image builder",devops,technical
SK679,crossplane,"crossplane,k8s crossplane",devops,technical
SK680,prometheus,"prometheus,prom,prometheus monitoring",devops,technical
SK681,grafana,"grafana,grafana dashboard",devops,technical
SK682,datadog,"datadog,dd,datadog monitoring",devops,technical
SK683,new relic,"new relic,newrelic,nr",devops,technical
SK684,elk stack,"elk,elk stack,elasticsearch logstash kibana",devops,technical
SK685,kibana,kibana,devops,technical
SK686,logstash,"logstash,log pipeline",devops,technical
SK687,fluentd,"fluentd,fluentbit,fluent bit",devops,technical
SK688,jaeger,"jaeger,jaeger tracing,distributed tracing",devops,technical
SK689,opentelemetry,"opentelemetry,otel,observability",devops,technical
SK690,zipkin,zipkin,devops,technical
SK691,pagerduty,"pagerduty,incident management",devops,technical
SK692,opsgenie,"opsgenie,ops genie",devops,technical
SK693,nagios,"nagios,nagios monitoring",devops,technical
SK694,zabbix,"zabbix,zabbix monitoring",devops,technical
SK695,dynatrace,"dynatrace,dt",devops,technical
SK696,appdynamics,"appdynamics,appd",devops,technical
SK697,splunk observability,"splunk observability,splunk apm",devops,technical
SK698,istio,"istio,istio mesh,istio service mesh",devops,technical
SK699,linkerd,"linkerd,linkerd mesh",devops,technical
SK700,consul,"consul,hashicorp consul,consul connect",devops,technical
SK701,envoy proxy,"envoy,envoy proxy,envoyproxy",devops,technical
SK702,nginx,"nginx,nginx proxy,nginx reverse proxy",devops,technical
SK703,traefik,"traefik,traefik proxy",devops,technical
SK704,haproxy,"haproxy,ha proxy,load balancer",devops,technical
SK705,site reliability engineering,"sre,site reliability,site reliability engineering",devops,technical
SK706,chaos engineering,"chaos engineering,chaos monkey,litmus",devops,technical
SK707,platform engineering,"platform engineering,internal developer platform,idp",devops,technical
SK708,infrastructure as code,"iac,infrastructure as code",devops,technical
SK709,configuration management,"config management,configuration management",devops,technical
SK710,release management,"release management,release engineering",devops,technical
SK711,incident management,"incident management,incident response,postmortem",devops,technical
SK712,capacity planning,"capacity planning,resource planning",devops,technical
SK713,blue green deployment,"blue green,blue-green deployment,canary deployment",devops,technical
SK714,feature flags,"feature flags,feature toggles,launchdarkly",devops,technical
SK715,vault,"vault,hashicorp vault,secrets management",devops,technical
SK716,service catalog,"service catalog,backstage,developer portal",devops,technical
SK717,gitops,"gitops,git ops,gitops workflow",devops,technical
SK718,postgresql advanced,"postgresql tuning,pg advanced,postgres optimization",database,technical
SK719,mysql advanced,"mysql tuning,mysql optimization,mysql 8",database,technical
SK720,oracle database,"oracle db,oracle database,oracle 19c",database,technical
SK721,sql server,"sql server,mssql,microsoft sql server",database,technical
SK722,mariadb,"mariadb,maria db",database,technical
SK723,cockroachdb,"cockroachdb,cockroach db,crdb",database,technical
SK724,vitess,"vitess,mysql sharding",database,technical
SK725,mongodb advanced,"mongodb atlas,mongo aggregation,mongodb advanced",database,technical
SK726,cassandra database,"cassandra db,apache cassandra,cql",database,technical
SK727,redis,"redis,redis cache,redis cluster",database,technical
SK728,elasticsearch,"elasticsearch,es,elastic search,opensearch",database,technical
SK729,neo4j,"neo4j,graph database,cypher",database,technical
SK730,dgraph,"dgraph,graph db",database,technical
SK731,arangodb,"arangodb,arango db,multi-model db",database,technical
SK732,couchdb,"couchdb,couch db,apache couchdb",database,technical
SK733,couchbase,"couchbase,couchbase server",database,technical
SK734,influxdb,"influxdb,influx db,time series db",database,technical
SK735,timescaledb,"timescaledb,timescale db,timescale",database,technical
SK736,questdb,"questdb,quest db",database,technical
SK737,pinecone,"pinecone,pinecone db,vector search",database,technical
SK738,weaviate,"weaviate,weaviate db",database,technical
SK739,milvus,"milvus,milvus db,vector similarity",database,technical
SK740,chroma,"chroma,chromadb,chroma db",database,technical
SK741,qdrant,"qdrant,qdrant db",database,technical
SK742,pgvector,"pgvector,pg vector,postgresql vector",database,technical
SK743,fauna,"fauna,faunadb,fauna db",database,technical
SK744,supabase,"supabase,supa base",database,technical
SK745,planetscale,"planetscale,planet scale",database,technical
SK746,neon,"neon,neon db,neon postgres",database,technical
SK747,database design,"database design,db schema,normalization",database,technical
SK748,database replication,"replication,db replication,master-slave",database,technical
SK749,database sharding,"sharding,db sharding,horizontal scaling",database,technical
SK750,database migration,"migration,db migration,schema migration,flyway,liquibase",database,technical
SK751,sql optimization,"sql optimization,query optimization,query tuning,explain plan",database,technical
SK752,stored procedures,"stored procedures,plpgsql,t-sql,pl/sql",database,technical
SK753,database backup recovery,"backup,recovery,db backup,point in time recovery,pitr",database,technical
SK754,memcached,"memcached,memory cache",database,technical
SK755,graph databases,"graph databases,graph db concepts,property graph",database,technical
SK756,data modeling,"data modeling,er diagram,dimensional modeling",database,technical
SK757,database indexing,"indexing,db indexing,b-tree,hash index",database,technical
SK758,owasp,"owasp,owasp top 10,web security",security,technical
SK759,burp suite,"burp suite,burp,burpsuite",security,technical
SK760,metasploit,"metasploit,msfconsole",security,technical
SK761,wireshark,"wireshark,packet analysis",security,technical
SK762,nmap,"nmap,network scanner,port scanning",security,technical
SK763,penetration testing,"pentest,penetration testing,ethical hacking",security,technical
SK764,vulnerability assessment,"vulnerability assessment,vuln scan,vulnerability scanning",security,technical
SK765,siem,"siem,security information event management",security,technical
SK766,zero trust architecture,"zero trust,ztna,zero trust architecture",security,technical
SK767,identity access management,"iam,identity access management,access control",security,technical
SK768,privileged access management,"pam,privileged access,cyberark",security,technical
SK769,security operations,"secops,security operations,soc",security,technical
SK770,threat modeling,"threat modeling,stride,attack surface",security,technical
SK771,incident response,"incident response,ir,security incident",security,technical
SK772,devsecops,"devsecops,dev sec ops,security pipeline",security,technical
SK773,application security,"appsec,application security,secure coding",security,technical
SK774,network security,"network security,netsec,network defense",security,technical
SK775,cloud security,"cloud security,cspm,cloud security posture",security,technical
SK776,endpoint security,"endpoint security,edr,endpoint detection",security,technical
SK777,cryptography,"cryptography,encryption,crypto,tls,ssl",security,technical
SK778,malware analysis,"malware analysis,reverse engineering,malware",security,technical
SK779,forensics,"digital forensics,forensics,cyber forensics",security,technical
SK780,security automation,"security automation,soar,automated security",security,technical
SK781,api security,"api security,oauth,jwt,api auth",security,technical
SK782,web application firewall,"waf,web application firewall,mod security",security,technical
SK783,data loss prevention,"dlp,data loss prevention,data protection",security,technical
SK784,security audit,"security audit,compliance audit,security review",security,technical
SK785,soc2 compliance,"soc2,soc 2,service organization control",security,technical
SK786,gdpr compliance,"gdpr,general data protection regulation,data privacy",security,technical
SK787,hipaa compliance,"hipaa,health insurance portability",security,technical
SK788,pci dss compliance,"pci dss,pci-dss,payment card industry",security,technical
SK789,iso 27001,"iso 27001,isms,information security management",security,technical
SK790,nist framework,"nist,nist cybersecurity,nist framework",security,technical
SK791,fedramp,"fedramp,federal risk authorization",security,technical
SK792,sox compliance,"sox,sarbanes oxley,sox compliance",security,technical
SK793,container security scanning,"trivy,snyk container,aqua security",security,technical
SK794,secret scanning,"secret scanning,git secrets,credential scanning",security,technical
SK795,sast,"sast,static application security testing,code scanning",security,technical
SK796,dast,"dast,dynamic application security testing",security,technical
SK797,sbom,"sbom,software bill of materials,supply chain security",security,technical
SK798,react native,"react native,rn,react-native",mobile,technical
SK799,flutter,"flutter,flutter sdk,dart flutter",mobile,technical
SK800,swiftui,"swiftui,swift ui",mobile,technical
SK801,jetpack compose,"jetpack compose,compose,android compose",mobile,technical
SK802,kotlin multiplatform,"kmp,kotlin multiplatform,kmm",mobile,technical
SK803,ionic,"ionic,ionic framework",mobile,technical
SK804,capacitor,"capacitor,capacitorjs",mobile,technical
SK805,expo,"expo,expo react native",mobile,technical
SK806,maui,"maui,.net maui,dotnet maui",mobile,technical
SK807,app clips,"app clips,ios app clips",mobile,technical
SK808,widgets ios,"widgetkit,ios widgets",mobile,technical
SK809,arkit,"arkit,ar kit,augmented reality ios",mobile,technical
SK810,arcore,"arcore,ar core,augmented reality android",mobile,technical
SK811,core data,"core data,coredata,ios persistence",mobile,technical
SK812,room database,"room,room database,android room",mobile,technical
SK813,realm,"realm,realm db,realm mobile",mobile,technical
SK814,firebase mobile,"firebase mobile,firebase sdk,crashlytics",mobile,technical
SK815,push notifications,"push notifications,apns,fcm push",mobile,technical
SK816,mobile ui testing,"xctest,espresso,mobile testing",mobile,technical
SK817,mobile ci cd,"fastlane,mobile ci cd,app distribution",mobile,technical
SK818,app store optimization,"aso,app store optimization,play store optimization",mobile,technical
SK819,mobile analytics,"mobile analytics,firebase analytics,mixpanel",mobile,technical
SK820,mobile performance,"mobile performance,app performance,battery optimization",mobile,technical
SK821,cross platform development,"cross platform,multiplatform,cross-platform",mobile,technical
SK822,responsive design,"responsive,responsive design,adaptive layout",mobile,technical
SK823,pwa,"pwa,progressive web app,progressive web application",mobile,technical
SK824,mobile security,"mobile security,app security,mobile encryption",mobile,technical
SK825,wear os,"wear os,wearables,smartwatch dev",mobile,technical
SK826,tvos development,"tvos,apple tv,tv development",mobile,technical
SK827,mobile deep linking,"deep linking,universal links,app links",mobile,technical
SK828,ethereum,"ethereum,eth,ethereum blockchain",blockchain,technical
SK829,smart contracts,"smart contracts,smart contract development",blockchain,technical
SK830,web3.js,"web3,web3.js,web3js",blockchain,technical
SK831,ethers.js,"ethers,ethers.js,ethersjs",blockchain,technical
SK832,hardhat,"hardhat,hardhat dev",blockchain,technical
SK833,truffle,"truffle,truffle suite",blockchain,technical
SK834,ipfs,"ipfs,interplanetary file system",blockchain,technical
SK835,defi,"defi,decentralized finance",blockchain,technical
SK836,nft development,"nft,nft development,erc-721",blockchain,technical
SK837,dao,"dao,decentralized autonomous organization",blockchain,technical
SK838,polygon,"polygon,matic,polygon network",blockchain,technical
SK839,solana,"solana,sol",blockchain,technical
SK840,avalanche,"avalanche,avax",blockchain,technical
SK841,hyperledger,"hyperledger,hyperledger fabric",blockchain,technical
SK842,cosmos blockchain,"cosmos,cosmos sdk,tendermint",blockchain,technical
SK843,layer 2 solutions,"layer 2,l2,rollups,optimistic rollup,zk rollup",blockchain,technical
SK844,tokenomics,"tokenomics,token economics,token design",blockchain,technical
SK845,blockchain security,"smart contract audit,blockchain security",blockchain,technical
SK846,rust blockchain,"rust blockchain,substrate,polkadot",blockchain,technical
SK847,zero knowledge proofs,"zk proofs,zero knowledge,zkp,zk-snark",blockchain,technical
SK848,unity,"unity,unity3d,unity game engine",game_dev,technical
SK849,unreal engine,"unreal,unreal engine,ue5,ue4",game_dev,technical
SK850,godot,"godot,godot engine",game_dev,technical
SK851,game design,"game design,level design,game mechanics",game_dev,technical
SK852,game physics,"game physics,physics engine,rigidbody",game_dev,technical
SK853,shader programming,"shader,shader programming,compute shader",game_dev,technical
SK854,3d modeling,"3d modeling,blender,maya,3ds max",game_dev,technical
SK855,game ai,"game ai,pathfinding,behavior trees,npc ai",game_dev,technical
SK856,multiplayer networking,"multiplayer,netcode,game networking",game_dev,technical
SK857,procedural generation,"procedural generation,procgen,procedural content",game_dev,technical
SK858,directx,"directx,dx12,direct3d",game_dev,technical
SK859,vulkan,"vulkan,vulkan api",game_dev,technical
SK860,opengl,"opengl,opengl es",game_dev,technical
SK861,xr development,"xr,vr,ar,mixed reality,virtual reality",game_dev,technical
SK862,game optimization,"game optimization,fps optimization,lod,occlusion culling",game_dev,technical
SK863,arduino,"arduino,arduino ide,arduino programming",embedded,technical
SK864,raspberry pi,"raspberry pi,rpi,raspi",embedded,technical
SK865,rtos,"rtos,real time os,freertos,real-time operating system",embedded,technical
SK866,firmware development,"firmware,firmware dev,firmware programming",embedded,technical
SK867,embedded c,"embedded c,embedded c++,bare metal",embedded,technical
SK868,iot protocols,"mqtt,coap,iot protocols,zigbee,ble",embedded,technical
SK869,fpga,"fpga,field programmable gate array,xilinx",embedded,technical
SK870,pcb design,"pcb,pcb design,circuit board,kicad",embedded,technical
SK871,embedded linux,"embedded linux,yocto,buildroot",embedded,technical
SK872,microcontrollers,"microcontroller,mcu,stm32,esp32,pic",embedded,technical
SK873,can bus,"can bus,can protocol,automotive bus",embedded,technical
SK874,signal processing,"dsp,digital signal processing,signal processing",embedded,technical
SK875,sensor integration,"sensor,accelerometer,gyroscope,lidar",embedded,technical
SK876,edge computing,"edge computing,edge ai,edge deployment",embedded,technical
SK877,robotics,"robotics,ros,robot operating system",embedded,technical
SK878,technical writing,"technical writing,tech writing,documentation writing",communication,soft
SK879,presentation skills,"presentations,presentation skills,public speaking",communication,soft
SK880,stakeholder management,"stakeholder management,stakeholder communication,stakeholder engagement",communication,soft
SK881,documentation,"documentation,technical documentation,docs",communication,soft
SK882,code review skills,"code review,peer review,code review skills",communication,soft
SK883,active listening,"active listening,listening skills",communication,soft
SK884,verbal communication,"verbal communication,oral communication",communication,soft
SK885,cross functional communication,"cross functional,cross-functional communication,interdepartmental",communication,soft
SK886,client communication,"client communication,client facing,customer communication",communication,soft
SK887,email communication,"email communication,professional email,written correspondence",communication,soft
SK888,negotiation skills,"negotiation,negotiation skills,deal making",communication,soft
SK889,conflict resolution,"conflict resolution,dispute resolution,mediation",communication,soft
SK890,feedback delivery,"feedback,giving feedback,constructive feedback",communication,soft
SK891,storytelling,"storytelling,narrative,data storytelling",communication,soft
SK892,facilitation,"facilitation,meeting facilitation,workshop facilitation",communication,soft
SK893,persuasion,"persuasion,influence,convincing",communication,soft
SK894,technical evangelism,"tech evangelism,developer advocacy,developer relations",communication,soft
SK895,knowledge sharing,"knowledge sharing,knowledge transfer,brown bag",communication,soft
SK896,report writing,"report writing,reporting,status reporting",communication,soft
SK897,proposal writing,"proposal writing,rfp,business proposal",communication,soft
SK898,intercultural communication,"intercultural,cross-cultural,global communication",communication,soft
SK899,remote communication,"remote communication,async communication,virtual collaboration",communication,soft
SK900,whiteboard sessions,"whiteboarding,whiteboard sessions,visual communication",communication,soft
SK901,technical presentations,"tech talks,tech presentations,lightning talks",communication,soft
SK902,api documentation,"api docs,api documentation,swagger docs",communication,soft
SK903,user documentation,"user docs,user guides,end user documentation",communication,soft
SK904,release notes,"release notes,changelog,version notes",communication,soft
SK905,design documents,"design docs,design documents,rfc",communication,soft
SK906,architecture decision records,"adr,architecture decision records,decision log",communication,soft
SK907,runbook creation,"runbook,playbook,operational docs",communication,soft
SK908,team leadership,"team leadership,team lead,tech lead",leadership,soft
SK909,mentoring,"mentoring,coaching,mentorship",leadership,soft
SK910,strategic thinking,"strategic thinking,strategy,strategic planning",leadership,soft
SK911,people management,"people management,people manager,direct reports",leadership,soft
SK912,change management,"change management,organizational change,transformation",leadership,soft
SK913,engineering management,"engineering management,eng management,engineering manager",leadership,soft
SK914,product vision,"product vision,product strategy,product thinking",leadership,soft
SK915,talent development,"talent development,career development,growth plans",leadership,soft
SK916,performance management,"performance management,performance reviews,1:1s",leadership,soft
SK917,hiring and interviewing,"hiring,interviewing,talent acquisition,recruiting",leadership,soft
SK918,delegation,"delegation,task delegation,empowerment",leadership,soft
SK919,team building,"team building,team bonding,team culture",leadership,soft
SK920,decision making,"decision making,data-driven decisions,decision framework",leadership,soft
SK921,emotional intelligence,"emotional intelligence,eq,empathy,self-awareness",leadership,soft
SK922,servant leadership,"servant leadership,servant leader",leadership,soft
SK923,technical strategy,"technical strategy,tech strategy,technology roadmap",leadership,soft
SK924,architectural leadership,"architectural leadership,tech direction",leadership,soft
SK925,cross team collaboration,"cross team,cross-team collaboration,inter-team",leadership,soft
SK926,stakeholder alignment,"stakeholder alignment,alignment,consensus building",leadership,soft
SK927,budget management,"budget management,cost management,financial planning",leadership,soft
SK928,vendor management,"vendor management,vendor selection,vendor evaluation",leadership,soft
SK929,organizational design,"org design,organizational design,team structure",leadership,soft
SK930,succession planning,"succession planning,leadership pipeline",leadership,soft
SK931,diversity inclusion,"dei,diversity inclusion,diversity equity inclusion",leadership,soft
SK932,executive communication,"executive communication,c-suite,board presentations",leadership,soft
SK933,vision setting,"vision setting,mission,north star",leadership,soft
SK934,accountability,"accountability,ownership,responsible",leadership,soft
SK935,resilience,"resilience,adaptability,grit",leadership,soft
SK936,innovation leadership,"innovation leadership,innovation culture,intrapreneurship",leadership,soft
SK937,thought leadership,"thought leadership,industry expert,subject matter expert",leadership,soft
SK938,crisis management,"crisis management,crisis leadership,emergency response",leadership,soft
SK939,influence without authority,"influence,lateral leadership,influence without authority",leadership,soft
SK940,coaching skills,"coaching,executive coaching,technical coaching",leadership,soft
SK941,onboarding,"onboarding,new hire,ramp up",leadership,soft
SK942,culture building,"culture building,engineering culture,team values",leadership,soft
SK943,goal setting,"goal setting,smart goals,objectives",leadership,soft
SK944,time management leadership,"time management,prioritization,focus",leadership,soft
SK945,remote team leadership,"remote leadership,distributed team,remote-first",leadership,soft
SK946,technical debt management,"tech debt,technical debt management,debt reduction",leadership,soft
SK947,scaling teams,"scaling teams,team growth,hiring plan",leadership,soft
SK948,analytical thinking,"analytical thinking,analytical skills,analysis",communication,soft
SK949,system design,"system design,systems thinking,architecture design",communication,soft
SK950,debugging skills,"debugging,troubleshooting,root cause",communication,soft
SK951,root cause analysis,"rca,root cause analysis,5 whys,fishbone",communication,soft
SK952,innovation,"innovation,creative thinking,ideation",communication,soft
SK953,critical thinking,"critical thinking,logical thinking,reasoning",communication,soft
SK954,hypothesis driven development,"hypothesis driven,experimentation,a/b testing",communication,soft
SK955,first principles thinking,"first principles,fundamental analysis",communication,soft
SK956,design thinking,"design thinking,human-centered design,hcd",communication,soft
SK957,complexity management,"complexity management,simplification",communication,soft
SK958,trade-off analysis,"trade-off analysis,trade-offs,pros cons",communication,soft
SK959,pattern recognition,"pattern recognition,identifying patterns",communication,soft
SK960,abstraction,"abstraction,abstraction skills,generalization",communication,soft
SK961,decomposition,"decomposition,breaking down problems,modularization",communication,soft
SK962,estimation skills,"estimation,effort estimation,story points",communication,soft
SK963,technical research,"technical research,technology evaluation,poc",communication,soft
SK964,brainstorming,"brainstorming,ideation session,mind mapping",communication,soft
SK965,reverse engineering,"reverse engineering,decompilation,protocol analysis",communication,soft
SK966,performance analysis,"performance analysis,bottleneck identification,profiling",communication,soft
SK967,architecture evaluation,"architecture evaluation,adr,technology assessment",communication,soft
SK968,cost optimization,"cost optimization,cloud cost,finops",communication,soft
SK969,scalability planning,"scalability,scale planning,capacity planning",communication,soft
SK970,disaster recovery planning,"disaster recovery,dr planning,business continuity",communication,soft
SK971,risk assessment,"risk assessment,risk analysis,risk mitigation",communication,soft
SK972,continuous improvement,"continuous improvement,kaizen,retrospective",communication,soft
SK973,agile methodology,"agile,agile methodology,agile development",project_mgmt,soft
SK974,scrum framework,"scrum,scrum framework,scrum master",project_mgmt,soft
SK975,kanban,"kanban,kanban board,wip limits",project_mgmt,soft
SK976,roadmap planning,"roadmap,roadmap planning,product roadmap",project_mgmt,soft
SK977,risk management,"risk management,risk mitigation,risk register",project_mgmt,soft
SK978,okr methodology,"okr,okrs,objectives key results",project_mgmt,soft
SK979,sprint planning,"sprint planning,sprint,iteration planning",project_mgmt,soft
SK980,backlog management,"backlog,backlog grooming,backlog refinement",project_mgmt,soft
SK981,user story writing,"user stories,user story writing,acceptance criteria",project_mgmt,soft
SK982,safe framework,"safe,scaled agile,safe framework",project_mgmt,soft
SK983,lean methodology,"lean,lean methodology,waste reduction",project_mgmt,soft
SK984,waterfall methodology,"waterfall,waterfall methodology,sequential",project_mgmt,soft
SK985,release planning,"release planning,release train,pi planning",project_mgmt,soft
SK986,resource allocation,"resource allocation,resource management",project_mgmt,soft
SK987,project estimation,"project estimation,t-shirt sizing,planning poker",project_mgmt,soft
SK988,status reporting,"status reporting,progress tracking,weekly updates",project_mgmt,soft
SK989,dependency management,"dependency management,cross-team dependencies",project_mgmt,soft
SK990,scope management,"scope management,scope creep,mvp definition",project_mgmt,soft
SK991,quality assurance process,"qa process,quality assurance,quality gates",project_mgmt,soft
SK992,technical debt tracking,"tech debt tracking,debt backlog,refactoring plan",project_mgmt,soft
SK993,retrospectives,"retrospectives,retro,sprint retrospective",project_mgmt,soft
SK994,daily standups,"standup,daily standup,daily scrum",project_mgmt,soft
SK995,confluence,"confluence,wiki,knowledge base management",project_mgmt,soft
SK996,jira management,"jira,jira management,atlassian jira",project_mgmt,soft
SK997,trello,"trello,trello board",project_mgmt,soft
SK998,asana,"asana,asana project",project_mgmt,soft
SK999,notion,"notion,notion workspace",project_mgmt,soft
SK1000,monday.com,"monday,monday.com,monday board",project_mgmt,soft
SK1001,linear,"linear,linear app,linear issues",project_mgmt,soft
SK1002,github projects,"github projects,github issues,github board",project_mgmt,soft
SK1003,requirements gathering,"requirements gathering,requirements elicitation,brd",business,soft
SK1004,product strategy,"product strategy,product management,product thinking",business,soft
SK1005,customer empathy,"customer empathy,user empathy,customer focus",business,soft
SK1006,market research,"market research,competitive analysis,market analysis",business,soft
SK1007,value proposition,"value proposition,value prop,business value",business,soft
SK1008,revenue modeling,"revenue modeling,business model,monetization",business,soft
SK1009,kpi definition,"kpi,kpi definition,metrics,success metrics",business,soft
SK1010,data driven decisions,"data driven,data-driven decisions,analytics driven",business,soft
SK1011,user experience focus,"ux focus,user experience,user-centric",business,soft
SK1012,go to market strategy,"gtm,go to market,launch strategy",business,soft
SK1013,technical sales,"technical sales,solutions engineering,pre-sales",business,soft
SK1014,roi analysis,"roi,roi analysis,return on investment",business,soft
SK1015,process improvement,"process improvement,process optimization,bpm",business,soft
SK1016,digital transformation,"digital transformation,digital strategy,modernization",business,soft
SK1017,startup mindset,"startup,entrepreneurship,lean startup",business,soft
SK1018,enterprise architecture,"enterprise architecture,togaf,ea",business,soft
SK1019,business intelligence,"business intelligence,bi,bi strategy",business,soft
SK1020,contract negotiation,"contract negotiation,sla,service agreement",business,soft
SK1021,compliance management,"compliance,regulatory compliance,compliance management",business,soft
SK1022,it governance,"it governance,itil,cobit",business,soft
SK1023,technology evaluation,"technology evaluation,tech assessment,build vs buy",business,soft
SK1024,privacy by design,"privacy by design,data privacy,privacy engineering",business,soft
SK1025,accessibility,"accessibility,a11y,wcag,ada compliance",business,soft
SK1026,sustainability tech,"sustainability,green tech,carbon footprint",business,soft
SK1027,aws solutions architect associate,"aws saa,solutions architect associate,aws saa-c03",certification,credential
SK1028,aws solutions architect professional,"aws sap,solutions architect professional,aws sap-c02",certification,credential
SK1029,aws developer associate,"aws dva,developer associate,aws dva-c02",certification,credential
SK1030,aws sysops administrator,"aws sysops,sysops administrator,aws soa-c02",certification,credential
SK1031,aws devops engineer professional,"aws devops pro,devops engineer professional",certification,credential
