job_uid,job_title,job_title_clean,role_id,role_title,matched_skill_ids,matched_skills,matched_skill_count,experience_level,education_level,domain,current_status,job_type_clean
JPARS_001636,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK067;SK124;SK253;SK282;SK028;SK102;SK003,business;data;data analytics;implementation;problem solving;project;sql,7,1-3,bachelors,DATA,working,full_time
JPARS_001637,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK043;SK067;SK136;SK108;SK124;SK277;SK004;SK003,big data;business;cloud computing;crm;data;data science;python;sql,8,3-5,masters,DATA,working,full_time
JPARS_001638,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK161;SK166;SK124;SK253;SK012;SK282;SK225;SK102;SK016;SK068;SK003;SK035;SK117;SK217,agile;coding;data;data analytics;database;implementation;it;project;security;solution;sql;storage;system;tableau,14,1-3,bachelors,DATA,working,full_time
JPARS_001639,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK067;SK270;SK124;SK177;SK253;SK153;SK163;SK115;SK012;SK290;SK068;SK050,business;dashboards;data;data analysis;data analytics;data entry;data entry operator;data mining;database;operator;solution;written communication,12,0-1,bachelors,DATA,graduate,full_time
JPARS_001640,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK067;SK124;SK253,business;data;data analytics,3,0-1,bachelors,DATA,graduate,full_time
JPARS_001641,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK067;SK124;SK177;SK273;SK282,business;data;data analysis;data visualization;implementation,5,5+,bachelors,DATA,working,full_time
JPARS_001642,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK067;SK124;SK253;SK277;SK217,business;data;data analytics;data science;tableau,5,3-5,bachelors,DATA,working,full_time
JPARS_001643,Data Analyst,Data Analyst (Entry Level),DATA_ANALYST_INT,Data Analyst (Entry Level),SK067;SK124;SK253;SK277;SK295;SK217,business;data;data analytics;data science;mentor;tableau,6,3-5,bachelors,DATA,working,full_time
JPARS_001715,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK058;SK021;SK181;SK124;SK277;SK141;SK011;SK225;SK001;SK031;SK004;SK118;SK041,agile;apache;api;aws;data;data science;forms;infrastructure;it;java;machine learning;python;san;software,14,5+,bachelors,DATA,working,full_time
JPARS_001716,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK058;SK181;SK124;SK177;SK282;SK001;SK031;SK004;SK118;SK085;SK041;SK003;SK117,agile;apache;aws;data;data analysis;implementation;java;machine learning;python;san;scala;software;sql;system,14,1-3,bachelors,DATA,working,full_time
JPARS_001717,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK067;SK101;SK239;SK124;SK012;SK292;SK192;SK001;SK031;SK057;SK032;SK004;SK016;SK068;SK038,aws;business;cloud services;computer science;data;database;director;etl;java;machine learning;network;oracle;python;security;solution;team player,16,3-5,bachelors,DATA,working,full_time
JPARS_001718,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK043;SK239;SK124;SK192;SK060;SK001;SK031;SK004;SK041,apache;big data;computer science;data;etl;hadoop;java;machine learning;python;software,10,5+,bachelors,DATA,working,full_time
JPARS_001719,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK181;SK182;SK124;SK253;SK011;SK225;SK031;SK004;SK041;SK040;SK068;SK003;SK035;SK271,algorithms;aws;configuration;data;data analytics;infrastructure;it;machine learning;python;software;software engineering;solution;sql;storage;troubleshooting,15,0-1,bachelors,DATA,graduate,full_time
JPARS_001720,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK091;SK043;SK124;SK024;SK011;SK001;SK031;SK028;SK004;SK085;SK003;SK038;SK130,artificial intelligence;big data;data;devops;infrastructure;java;machine learning;problem solving;python;scala;sql;team player;telecom,13,0-1,bachelors,DATA,graduate,full_time
JPARS_001721,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK058;SK091;SK043;SK067;SK124;SK060;SK106;SK011;SK225;SK031;SK004;SK003,agile;apache;artificial intelligence;big data;business;data;hadoop;hive;infrastructure;it;machine learning;python;sql,13,3-5,bachelors,DATA,working,full_time
JPARS_001722,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK181;SK043;SK124;SK277;SK129;SK012;SK192;SK060;SK001;SK031;SK039;SK028;SK285;SK004;SK085;SK016;SK003;SK135,apache;aws;big data;data;data science;data warehousing;database;etl;hadoop;java;machine learning;nosql;problem solving;programming;python;scala;security;sql;testing,19,1-3,bachelors,DATA,working,full_time
JPARS_001723,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK043;SK124;SK177;SK192;SK060;SK225;SK001;SK031;SK032;SK285;SK102;SK004;SK085;SK003;SK038;SK135,algorithms;big data;data;data analysis;etl;hadoop;it;java;machine learning;oracle;programming;project;python;scala;sql;team player;testing,17,3-5,diploma,DATA,working,full_time
JPARS_001724,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK067;SK124;SK129;SK012;SK024;SK060;SK106;SK031;SK039;SK274;SK004;SK041;SK003,apache;business;data;data warehousing;database;devops;hadoop;hive;machine learning;nosql;pig;python;software;sql,14,0-1,bachelors,DATA,graduate,full_time
JPARS_001725,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK105;SK124;SK024;SK192;SK060;SK175;SK244;SK106;SK011;SK225;SK031;SK087;SK047;SK039;SK274,big data;cassandra;data;devops;etl;hadoop;hbase;hdfs;hive;infrastructure;it;machine learning;messaging;mongodb;nosql;pig,16,0-1,bachelors,DATA,graduate,full_time
JPARS_001726,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK021;SK067;SK270;SK124;SK253;SK277;SK011;SK031;SK004;SK003,api;business;dashboards;data;data analytics;data science;infrastructure;machine learning;python;sql,10,5+,bachelors,DATA,working,full_time
JPARS_001727,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK091;SK067;SK124;SK225;SK031;SK057;SK016;SK068,artificial intelligence;business;data;it;machine learning;network;security;solution,8,5+,bachelors,DATA,working,full_time
JPARS_001728,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK091;SK043;SK124;SK029;SK060;SK011;SK031;SK295;SK004;SK026,apache;artificial intelligence;big data;data;docker;hadoop;infrastructure;machine learning;mentor;python;web,11,1-3,masters,DATA,working,full_time
JPARS_001729,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK021;SK124;SK129;SK012;SK192;SK031;SK028;SK240;SK068;SK003;SK176;SK135,api;data;data warehousing;database;etl;machine learning;problem solving;salesforce;solution;sql;sql database;testing,12,1-3,bachelors,DATA,working,full_time
JPARS_001730,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK124;SK192;SK060;SK011;SK001;SK031;SK039;SK102;SK004;SK075;SK085;SK016,aws;data;etl;hadoop;infrastructure;java;machine learning;nosql;project;python;rdbms;scala;security,13,3-5,bachelors,DATA,working,full_time
JPARS_001731,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK124;SK277;SK273;SK106;SK031;SK274;SK041;SK003,algorithms;data;data science;data visualization;hive;machine learning;pig;software;sql,9,0-1,bachelors,DATA,graduate,full_time
JPARS_001732,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK105;SK124;SK044;SK060;SK244;SK106;SK001;SK072;SK031;SK085;SK041;SK122;SK040;SK003;SK135;SK064,big data;cassandra;data;data structures;hadoop;hdfs;hive;java;junit;machine learning;scala;software;software development;software engineering;sql;testing;unix,17,1-3,bachelors,DATA,working,full_time
JPARS_001733,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK049;SK067;SK124;SK012;SK006;SK001;SK002;SK031;SK039;SK028;SK004;SK016;SK041,.net;business;data;database;html;java;javascript;machine learning;nosql;problem solving;python;security;software,13,0-1,bachelors,DATA,graduate,full_time
JPARS_001734,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK067;SK124;SK024;SK200;SK031;SK028;SK102;SK041;SK117,big data;business;data;devops;leadership skills;machine learning;problem solving;project;software;system,10,5+,masters,DATA,working,full_time
JPARS_001735,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK067;SK124;SK006;SK282;SK200;SK031;SK295;SK112;SK004;SK041;SK122,aws;business;data;html;implementation;leadership skills;machine learning;mentor;orchestration;python;software;software development,12,5+,bachelors,DATA,working,full_time
JPARS_001736,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK181;SK067;SK124;SK192;SK011;SK031;SK004;SK085;SK016;SK041,apache;aws;business;data;etl;infrastructure;machine learning;python;scala;security;software,11,5+,bachelors,DATA,working,full_time
JPARS_001737,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK124;SK003,business;data;sql,3,0-1,bachelors,DATA,graduate,full_time
JPARS_001738,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK043;SK067;SK166;SK124;SK060;SK282;SK001;SK031;SK039;SK275;SK112;SK004;SK085;SK041;SK003;SK080,algorithms;big data;business;coding;data;hadoop;implementation;java;machine learning;nosql;oozie;orchestration;python;scala;software;sql;technical skills,17,1-3,bachelors,DATA,working,full_time
JPARS_001739,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK067;SK124;SK273;SK102;SK041;SK097;SK003;SK217;SK284,agile;business;data;data visualization;project;software;software design;sql;tableau;user stories,10,0-1,bachelors,DATA,graduate,full_time
JPARS_001740,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK145;SK148;SK124;SK177;SK012;SK003,business;business analysis;business requirements;data;data analysis;database;sql,7,0-1,bachelors,DATA,graduate,full_time
JPARS_001741,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK067;SK124;SK115;SK277;SK228;SK011;SK031;SK028;SK285;SK004;SK041;SK117;SK218;SK038,algorithms;business;data;data mining;data science;image processing;infrastructure;machine learning;problem solving;programming;python;software;system;system architecture;team player,15,1-3,masters,DATA,working,full_time
JPARS_001742,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK067;SK124;SK115;SK277;SK228;SK011;SK031;SK028;SK285;SK004;SK041;SK117;SK218;SK038,algorithms;business;data;data mining;data science;image processing;infrastructure;machine learning;problem solving;programming;python;software;system;system architecture;team player,15,1-3,masters,DATA,working,full_time
JPARS_001743,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK181;SK067;SK124;SK047;SK039;SK285;SK004;SK085;SK003,apache;aws;business;data;mongodb;nosql;programming;python;scala;sql,10,0-1,bachelors,DATA,graduate,full_time
JPARS_001744,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK043;SK105;SK101;SK124;SK012;SK060;SK011;SK087;SK039;SK004;SK041;SK003,aws;big data;cassandra;cloud services;data;database;hadoop;infrastructure;messaging;nosql;python;software;sql,13,0-1,bachelors,DATA,graduate,full_time
JPARS_001745,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK067;SK124;SK115;SK060;SK106;SK225;SK031;SK057;SK028;SK004;SK003;SK135;SK026;SK152,algorithms;business;data;data mining;hadoop;hive;it;machine learning;network;problem solving;python;sql;testing;web;web services,15,5+,phd,DATA,working,full_time
JPARS_001746,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK067;SK105;SK124;SK192;SK060;SK106;SK039;SK275;SK206;SK041;SK040;SK003,big data;business;cassandra;data;etl;hadoop;hive;nosql;oozie;production support;software;software engineering;sql,13,3-5,bachelors,DATA,working,full_time
JPARS_001747,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK034;SK058;SK181;SK043;SK067;SK166;SK124;SK273;SK027;SK024;SK029;SK011;SK225;SK020;SK031;SK039;SK275;SK187;SK112;SK028;SK285;SK004;SK016;SK041;SK122;SK040;SK068;SK003;SK117;SK135;SK064,agile;algorithms;apache;aws;big data;business;coding;data;data visualization;debugging;devops;docker;infrastructure;it;linux;machine learning;nosql;oozie;operating system;orchestration;problem solving;programming;python;security;software;software development;software engineering;solution;sql;system;testing;unix,32,0-1,bachelors,DATA,graduate,full_time
JPARS_001748,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK043;SK067;SK124;SK012;SK027;SK060;SK175;SK106;SK001;SK031;SK285;SK004;SK075;SK085;SK041;SK040;SK003;SK117;SK026,apache;big data;business;data;database;debugging;hadoop;hbase;hive;java;machine learning;programming;python;rdbms;scala;software;software engineering;sql;system;web,20,0-1,masters,DATA,graduate,full_time
JPARS_001749,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK067;SK124;SK115;SK277;SK228;SK011;SK031;SK028;SK285;SK004;SK041;SK117;SK218;SK038,algorithms;business;data;data mining;data science;image processing;infrastructure;machine learning;problem solving;programming;python;software;system;system architecture;team player,15,1-3,masters,DATA,working,full_time
JPARS_001750,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK034;SK067;SK124;SK115;SK277;SK228;SK011;SK031;SK028;SK285;SK004;SK041;SK117;SK218;SK038,algorithms;business;data;data mining;data science;image processing;infrastructure;machine learning;problem solving;programming;python;software;system;system architecture;team player,15,1-3,masters,DATA,working,full_time
JPARS_001751,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK270;SK124;SK177;SK253;SK153;SK163;SK115;SK012;SK290;SK068;SK050,business;dashboards;data;data analysis;data analytics;data entry;data entry operator;data mining;database;operator;solution;written communication,12,0-1,bachelors,DATA,graduate,full_time
JPARS_001752,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK124;SK095;SK102;SK041;SK117,business;data;hardware;project;software;system,6,5+,bachelors,DATA,working,full_time
JPARS_001753,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK239;SK124;SK192;SK003;SK117,aws;computer science;data;etl;sql;system,6,3-5,bachelors,DATA,working,full_time
JPARS_001754,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK124;SK129;SK192;SK011;SK003,data;data warehousing;etl;infrastructure;sql,5,0-1,bachelors,DATA,graduate,full_time
JPARS_001755,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK067;SK124;SK012;SK192;SK011;SK285;SK004;SK016;SK003;SK217,big data;business;data;database;etl;infrastructure;programming;python;security;sql;tableau,11,1-3,bachelors,DATA,working,full_time
JPARS_001756,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK124;SK129;SK192;SK001;SK035,data;data warehousing;etl;java;storage,5,0-1,bachelors,DATA,graduate,full_time
JPARS_001757,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK239;SK124;SK192;SK028;SK102;SK003;SK135,business;computer science;data;etl;problem solving;project;sql;testing,8,0-1,masters,DATA,graduate,full_time
JPARS_001758,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK067;SK239;SK124;SK044;SK192;SK282;SK225;SK041;SK122;SK003;SK217;SK026;SK152,big data;business;computer science;data;data structures;etl;implementation;it;software;software development;sql;tableau;web;web services,14,5+,bachelors,DATA,working,full_time
JPARS_001759,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK067;SK124;SK129;SK192;SK141;SK282;SK007;SK004;SK068;SK003;SK217,big data;business;data;data warehousing;etl;forms;implementation;mobile;python;solution;sql;tableau,12,5+,bachelors,DATA,working,full_time
JPARS_001760,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK067;SK124;SK253;SK129;SK012;SK192;SK282;SK285;SK016;SK268;SK003;SK217;SK023,agile;business;data;data analytics;data warehousing;database;etl;implementation;programming;security;security compliance;sql;tableau;xml,14,0-1,bachelors,DATA,graduate,full_time
JPARS_001761,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK043;SK124;SK012;SK192;SK060;SK045;SK032;SK004;SK041;SK122;SK003;SK135,aws;big data;data;database;etl;hadoop;information technology;oracle;python;software;software development;sql;testing,13,3-5,bachelors,DATA,working,full_time
JPARS_001762,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK021;SK091;SK043;SK067;SK105;SK124;SK177;SK253;SK277;SK129;SK012;SK086;SK009;SK060;SK282;SK254;SK011;SK269;SK002;SK031;SK051;SK047;SK039;SK017;SK028;SK285;SK004;SK088;SK085;SK068;SK003;SK176;SK035;SK217;SK271,api;artificial intelligence;big data;business;cassandra;data;data analysis;data analytics;data science;data warehousing;database;eclipse;git;hadoop;implementation;information systems;infrastructure;intellij;javascript;machine learning;maven;mongodb;nosql;php;problem solving;programming;python;ruby;scala;solution;sql;sql database;storage;tableau;troubleshooting,35,3-5,masters,DATA,working,full_time
JPARS_001763,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK021;SK043;SK042;SK067;SK005;SK124;SK110;SK192;SK106;SK282;SK011;SK002;SK047;SK004;SK013;SK041;SK122,api;big data;bootstrap;business;css;data;django;etl;hive;implementation;infrastructure;javascript;mongodb;python;rest;software;software development,17,5+,bachelors,DATA,working,full_time
JPARS_001764,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK021;SK067;SK270;SK124;SK253;SK277;SK011;SK031;SK004;SK003,api;business;dashboards;data;data analytics;data science;infrastructure;machine learning;python;sql,10,5+,bachelors,DATA,working,full_time
JPARS_001765,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK043;SK067;SK166;SK124;SK129;SK192;SK074;SK106;SK001;SK285;SK004;SK075;SK088;SK085;SK003;SK035,aws;big data;business;coding;data;data warehousing;etl;fundamentals;hive;java;programming;python;rdbms;ruby;scala;sql;storage,17,5+,bachelors,DATA,working,full_time
JPARS_001766,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK043;SK239;SK124;SK060;SK106;SK001;SK028;SK206,agile;big data;computer science;data;hadoop;hive;java;problem solving;production support,9,1-3,masters,DATA,working,full_time
JPARS_001767,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK043;SK067;SK105;SK239;SK124;SK060;SK001;SK039;SK275;SK004;SK085;SK003,big data;business;cassandra;computer science;data;hadoop;java;nosql;oozie;python;scala;sql,12,3-5,bachelors,DATA,working,full_time
JPARS_001768,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK043;SK105;SK124;SK012;SK060;SK175;SK106;SK039;SK275;SK004;SK085;SK003,aws;big data;cassandra;data;database;hadoop;hbase;hive;nosql;oozie;python;scala;sql,13,1-3,diploma,DATA,working,full_time
JPARS_001769,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK058;SK091;SK043;SK067;SK124;SK060;SK106;SK011;SK225;SK031;SK004;SK003,agile;apache;artificial intelligence;big data;business;data;hadoop;hive;infrastructure;it;machine learning;python;sql,13,3-5,bachelors,DATA,working,full_time
JPARS_001770,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK124;SK012;SK192;SK004;SK003,data;database;etl;python;sql,5,0-1,bachelors,DATA,graduate,full_time
JPARS_001771,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK091;SK181;SK043;SK067;SK101;SK124;SK273;SK129;SK012;SK141;SK060;SK045;SK001;SK062;SK031;SK285;SK004;SK041;SK068;SK003;SK038;SK061,artificial intelligence;aws;big data;business;cloud services;data;data visualization;data warehousing;database;forms;hadoop;information technology;java;jsp;machine learning;programming;python;software;solution;sql;team player;windows,22,1-3,masters,DATA,working,full_time
JPARS_001772,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK067;SK124;SK282;SK007;SK016,aws;business;data;implementation;mobile;security,6,0-1,bachelors,DATA,graduate,full_time
JPARS_001773,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK124;SK129;SK060;SK032;SK003;SK035,aws;data;data warehousing;hadoop;oracle;sql;storage,7,0-1,bachelors,DATA,graduate,full_time
JPARS_001774,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK101;SK124;SK024;SK011;SK225;SK020;SK032;SK003;SK035;SK217,business;cloud services;data;devops;infrastructure;it;linux;oracle;sql;storage;tableau,11,1-3,bachelors,DATA,working,full_time
JPARS_001775,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK224;SK181;SK043;SK067;SK124;SK177;SK012;SK192;SK011;SK041;SK003;SK184;SK135,authoring;aws;big data;business;data;data analysis;database;etl;infrastructure;software;sql;technical requirements;testing,13,1-3,bachelors,DATA,working,full_time
JPARS_001776,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK034;SK067;SK124;SK277;SK044;SK012;SK024;SK011;SK225;SK285;SK004;SK016;SK041;SK068;SK003;SK135;SK226,agile;algorithms;business;data;data science;data structures;database;devops;infrastructure;it;programming;python;security;software;solution;sql;testing;use cases,18,0-1,masters,DATA,graduate,full_time
JPARS_001777,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK224;SK043;SK124;SK060;SK001;SK032;SK102;SK004;SK013;SK085;SK016;SK003;SK135,authoring;big data;data;hadoop;java;oracle;project;python;rest;scala;security;sql;testing,13,3-5,bachelors,DATA,working,full_time
JPARS_001778,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK034;SK181;SK043;SK067;SK148;SK105;SK101;SK108;SK124;SK044;SK024;SK192;SK060;SK011;SK001;SK031;SK007;SK047;SK039;SK032;SK004;SK240;SK085;SK068;SK003,agile;algorithms;aws;big data;business;business requirements;cassandra;cloud services;crm;data;data structures;devops;etl;hadoop;infrastructure;java;machine learning;mobile;mongodb;nosql;oracle;python;salesforce;scala;solution;sql,26,1-3,bachelors,DATA,working,full_time
JPARS_001779,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK021;SK043;SK067;SK124;SK029;SK192;SK009;SK060;SK175;SK106;SK282;SK011;SK001;SK274;SK102;SK004;SK013;SK082;SK003;SK133,agile;api;big data;business;data;docker;etl;git;hadoop;hbase;hive;implementation;infrastructure;java;pig;project;python;rest;rest api;sql;threading,21,0-1,bachelors,DATA,graduate,full_time
JPARS_001780,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK105;SK124;SK044;SK006;SK002;SK019;SK020;SK007;SK279;SK094;SK285;SK088;SK003;SK023,cassandra;data;data structures;html;javascript;json;linux;mobile;mobile applications;oop;programming;ruby;sql;xml,14,0-1,bachelors,DATA,graduate,full_time
JPARS_001781,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK058;SK181;SK043;SK124;SK277;SK129;SK012;SK192;SK060;SK001;SK031;SK039;SK028;SK285;SK004;SK085;SK016;SK003;SK135,apache;aws;big data;data;data science;data warehousing;database;etl;hadoop;java;machine learning;nosql;problem solving;programming;python;scala;security;sql;testing,19,1-3,bachelors,DATA,working,full_time
JPARS_001782,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK067;SK124;SK012;SK028;SK102;SK004;SK041;SK003;SK117;SK064,business;data;database;problem solving;project;python;software;sql;system;unix,10,5+,bachelors,DATA,working,full_time
JPARS_001783,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK067;SK164;SK124;SK129;SK024;SK011;SK016;SK041;SK122;SK135;SK226,agile;business;consultant;data;data warehousing;devops;infrastructure;security;software;software development;testing;use cases,12,5+,masters,DATA,working,full_time
JPARS_001784,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK124;SK273;SK129;SK205;SK024;SK207;SK060;SK175;SK106;SK282;SK225;SK001;SK285;SK004;SK085;SK167;SK041;SK040;SK003;SK064,data;data visualization;data warehousing;design patterns;devops;global delivery;hadoop;hbase;hive;implementation;it;java;programming;python;scala;shell scripting;software;software engineering;sql;unix,20,1-3,bachelors,DATA,working,full_time
JPARS_001785,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK049;SK021;SK124;SK012;SK037;SK013;SK082;SK003;SK135;SK026;SK052;SK061,.net;api;data;database;mvc;rest;rest api;sql;testing;web;web development;windows,12,0-1,masters,DATA,graduate,full_time
JPARS_001786,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK181;SK043;SK101;SK124;SK001;SK039;SK032;SK004;SK085;SK003,aws;big data;cloud services;data;java;nosql;oracle;python;scala;sql,10,0-1,bachelors,DATA,graduate,full_time
JPARS_001787,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK091;SK043;SK124;SK024;SK011;SK001;SK031;SK028;SK004;SK085;SK003;SK038;SK130,artificial intelligence;big data;data;devops;infrastructure;java;machine learning;problem solving;python;scala;sql;team player;telecom,13,0-1,bachelors,DATA,graduate,full_time
JPARS_001788,Data Engineer,Data Engineer (Entry Level),DATA_ENGINEER_INT,Data Engineer (Entry Level),SK161;SK058;SK181;SK124;SK177;SK282;SK001;SK031;SK004;SK118;SK085;SK041;SK003;SK117,agile;apache;aws;data;data analysis;implementation;java;machine learning;python;san;scala;software;sql;system,14,1-3,bachelors,DATA,working,full_time
