role_id,skill_id,frequency,importance,role_title,skill_name
LEAD_FE_DEV,SK102,0.3125,0.3125,Lead Frontend Developer,project manager
LEAD_FE_DEV,SK113,0.0625,0.0625,Lead Frontend Developer,react.js
LEAD_FE_DEV,SK117,0.125,0.125,Lead Frontend Developer,system administrator
LEAD_FE_DEV,SK118,0.125,0.125,Lead Frontend Developer,san
LEAD_FE_DEV,SK122,0.375,0.375,Lead Frontend Developer,software development
LEAD_FE_DEV,SK124,0.25,0.25,Lead Frontend Developer,data analyst
LEAD_FE_DEV,SK132,0.0625,0.0625,Lead Frontend Developer,networking
LEAD_FE_DEV,SK133,0.0625,0.0625,Lead Frontend Developer,threading
LEAD_FE_DEV,SK135,0.4375,0.4375,Lead Frontend Developer,testing
LEAD_FE_DEV,SK136,0.0625,0.0625,Lead Frontend Developer,cloud computing
LEAD_FE_DEV,SK148,0.0625,0.0625,Lead Frontend Developer,business requirements
LEAD_FE_DEV,SK152,0.125,0.125,Lead Frontend Developer,web services
LEAD_FE_DEV,SK155,0.0625,0.0625,Lead Frontend Developer,gateway
LEAD_FE_DEV,SK161,0.625,0.625,Lead Frontend Developer,agile
LEAD_FE_DEV,SK166,0.125,0.125,Lead Frontend Developer,coding
LEAD_FE_DEV,SK167,0.0625,0.0625,Lead Frontend Developer,shell scripting
LEAD_FE_DEV,SK173,0.0625,0.0625,Lead Frontend Developer,dns
LEAD_FE_DEV,SK179,0.0625,0.0625,Lead Frontend Developer,soa
LEAD_FE_DEV,SK181,0.5,0.5,Lead Frontend Developer,aws
LEAD_FE_DEV,SK184,0.125,0.125,Lead Frontend Developer,technical requirements
LEAD_FE_DEV,SK192,0.125,0.125,Lead Frontend Developer,etl
LEAD_FE_DEV,SK195,0.0625,0.0625,Lead Frontend Developer,visual studio
LEAD_FE_DEV,SK205,0.1875,0.1875,Lead Frontend Developer,design patterns
LEAD_FE_DEV,SK206,0.0625,0.0625,Lead Frontend Developer,production support
LEAD_FE_DEV,SK215,0.0625,0.0625,Lead Frontend Developer,application performance
LEAD_FE_DEV,SK225,0.3125,0.3125,Lead Frontend Developer,it manager
LEAD_FE_DEV,SK239,0.25,0.25,Lead Frontend Developer,computer science
LEAD_FE_DEV,SK253,0.0625,0.0625,Lead Frontend Developer,data analytics
LEAD_FE_DEV,SK261,0.125,0.125,Lead Frontend Developer,jira
LEAD_FE_DEV,SK271,0.0625,0.0625,Lead Frontend Developer,troubleshooting
LEAD_FE_DEV,SK277,0.0625,0.0625,Lead Frontend Developer,data science
LEAD_FE_DEV,SK279,0.0625,0.0625,Lead Frontend Developer,mobile applications
LEAD_FE_DEV,SK282,0.1875,0.1875,Lead Frontend Developer,implementation
LEAD_FE_DEV,SK288,0.0625,0.0625,Lead Frontend Developer,desktop engineer
LEAD_FE_DEV,SK293,0.0625,0.0625,Lead Frontend Developer,java script
LEAD_FE_DEV,SK295,0.3125,0.3125,Lead Frontend Developer,mentor
LEAD_FE_DEV,SK304,0.125,0.125,Lead Frontend Developer,dart
LEAD_FE_DEV,SK312,0.6875,0.6875,Lead Frontend Developer,typescript
LEAD_FE_DEV,SK320,0.0625,0.0625,Lead Frontend Developer,bash scripting
LEAD_FE_DEV,SK351,0.9375,0.9375,Lead Frontend Developer,react
LEAD_FE_DEV,SK352,0.375,0.375,Lead Frontend Developer,vue.js
LEAD_FE_DEV,SK353,0.4375,0.4375,Lead Frontend Developer,angular
LEAD_FE_DEV,SK354,0.0625,0.0625,Lead Frontend Developer,next.js
LEAD_FE_DEV,SK356,0.0625,0.0625,Lead Frontend Developer,svelte
LEAD_FE_DEV,SK366,0.0625,0.0625,Lead Frontend Developer,tailwind css
LEAD_FE_DEV,SK367,0.1875,0.1875,Lead Frontend Developer,sass
LEAD_FE_DEV,SK373,0.0625,0.0625,Lead Frontend Developer,webpack
LEAD_FE_DEV,SK381,0.1875,0.1875,Lead Frontend Developer,express.js
LEAD_FE_DEV,SK382,0.0625,0.0625,Lead Frontend Developer,nestjs
LEAD_FE_DEV,SK395,0.0625,0.0625,Lead Frontend Developer,rocket rust
LEAD_FE_DEV,SK401,0.1875,0.1875,Lead Frontend Developer,graphql
LEAD_FE_DEV,SK412,0.25,0.25,Lead Frontend Developer,redux
LEAD_FE_DEV,SK424,0.125,0.125,Lead Frontend Developer,cypress
LEAD_FE_DEV,SK425,0.0625,0.0625,Lead Frontend Developer,playwright
LEAD_FE_DEV,SK427,0.125,0.125,Lead Frontend Developer,selenium
LEAD_FE_DEV,SK428,0.1875,0.1875,Lead Frontend Developer,jest
LEAD_FE_DEV,SK430,0.0625,0.0625,Lead Frontend Developer,mocha
LEAD_FE_DEV,SK431,0.1875,0.1875,Lead Frontend Developer,aws lambda
LEAD_FE_DEV,SK444,0.0625,0.0625,Lead Frontend Developer,aws api gateway
LEAD_FE_DEV,SK455,0.0625,0.0625,Lead Frontend Developer,aws cdk
LEAD_FE_DEV,SK529,0.0625,0.0625,Lead Frontend Developer,google firebase
LEAD_FE_DEV,SK536,0.0625,0.0625,Lead Frontend Developer,jax
LEAD_FE_DEV,SK591,0.0625,0.0625,Lead Frontend Developer,apache spark
LEAD_FE_DEV,SK646,0.1875,0.1875,Lead Frontend Developer,kubernetes
LEAD_FE_DEV,SK655,0.375,0.375,Lead Frontend Developer,jenkins
LEAD_FE_DEV,SK665,0.125,0.125,Lead Frontend Developer,spinnaker
LEAD_FE_DEV,SK671,0.0625,0.0625,Lead Frontend Developer,ansible
LEAD_FE_DEV,SK721,0.0625,0.0625,Lead Frontend Developer,sql server
LEAD_FE_DEV,SK727,0.0625,0.0625,Lead Frontend Developer,redis
LEAD_FE_DEV,SK747,0.0625,0.0625,Lead Frontend Developer,database design
LEAD_FE_DEV,SK775,0.0625,0.0625,Lead Frontend Developer,cloud security
LEAD_FE_DEV,SK783,0.0625,0.0625,Lead Frontend Developer,data loss prevention
LEAD_FE_DEV,SK798,0.0625,0.0625,Lead Frontend Developer,react native
LEAD_FE_DEV,SK821,0.0625,0.0625,Lead Frontend Developer,cross platform development
LEAD_FE_DEV,SK822,0.125,0.125,Lead Frontend Developer,responsive design
LEAD_FE_DEV,SK881,0.1875,0.1875,Lead Frontend Developer,documentation
LEAD_FE_DEV,SK882,1.0,1.0,Lead Frontend Developer,code review skills
LEAD_FE_DEV,SK884,0.125,0.125,Lead Frontend Developer,verbal communication
LEAD_FE_DEV,SK887,0.0625,0.0625,Lead Frontend Developer,email communication
LEAD_FE_DEV,SK890,0.125,0.125,Lead Frontend Developer,feedback delivery
LEAD_FE_DEV,SK893,0.0625,0.0625,Lead Frontend Developer,persuasion
LEAD_FE_DEV,SK905,0.0625,0.0625,Lead Frontend Developer,design documents
LEAD_FE_DEV,SK908,0.375,0.375,Lead Frontend Developer,team leadership
LEAD_FE_DEV,SK909,1.0,1.0,Lead Frontend Developer,mentoring
LEAD_FE_DEV,SK910,0.1875,0.1875,Lead Frontend Developer,strategic thinking
LEAD_FE_DEV,SK911,1.0,1.0,Lead Frontend Developer,people management
LEAD_FE_DEV,SK912,0.0625,0.0625,Lead Frontend Developer,change management
LEAD_FE_DEV,SK913,0.125,0.125,Lead Frontend Developer,engineering management
LEAD_FE_DEV,SK917,0.125,0.125,Lead Frontend Developer,hiring and interviewing
LEAD_FE_DEV,SK919,0.25,0.25,Lead Frontend Developer,team building
LEAD_FE_DEV,SK934,0.3125,0.3125,Lead Frontend Developer,accountability
LEAD_FE_DEV,SK939,0.0625,0.0625,Lead Frontend Developer,influence without authority
LEAD_FE_DEV,SK940,0.0625,0.0625,Lead Frontend Developer,coaching skills
LEAD_FE_DEV,SK942,0.0625,0.0625,Lead Frontend Developer,culture building
LEAD_FE_DEV,SK944,0.3125,0.3125,Lead Frontend Developer,time management leadership
LEAD_FE_DEV,SK945,0.125,0.125,Lead Frontend Developer,remote team leadership
LEAD_FE_DEV,SK948,0.1875,0.1875,Lead Frontend Developer,analytical thinking
LEAD_FE_DEV,SK949,0.1875,0.1875,Lead Frontend Developer,system design
LEAD_FE_DEV,SK950,0.125,0.125,Lead Frontend Developer,debugging skills
LEAD_FE_DEV,SK952,0.3125,0.3125,Lead Frontend Developer,innovation
LEAD_FE_DEV,SK953,0.0625,0.0625,Lead Frontend Developer,critical thinking
LEAD_FE_DEV,SK973,0.625,0.625,Lead Frontend Developer,agile methodology
LEAD_FE_DEV,SK974,0.375,0.375,Lead Frontend Developer,scrum framework
LEAD_FE_DEV,SK975,0.0625,0.0625,Lead Frontend Developer,kanban
LEAD_FE_DEV,SK976,0.125,0.125,Lead Frontend Developer,roadmap planning
LEAD_FE_DEV,SK979,0.0625,0.0625,Lead Frontend Developer,sprint planning
LEAD_FE_DEV,SK980,0.0625,0.0625,Lead Frontend Developer,backlog management
LEAD_FE_DEV,SK983,0.0625,0.0625,Lead Frontend Developer,lean methodology
LEAD_FE_DEV,SK991,0.0625,0.0625,Lead Frontend Developer,quality assurance process
LEAD_FE_DEV,SK995,0.0625,0.0625,Lead Frontend Developer,confluence
LEAD_FE_DEV,SK996,0.125,0.125,Lead Frontend Developer,jira management
LEAD_FE_DEV,SK1000,0.0625,0.0625,Lead Frontend Developer,monday.com
LEAD_FE_DEV,SK1004,0.0625,0.0625,Lead Frontend Developer,product strategy
LEAD_FE_DEV,SK1007,0.0625,0.0625,Lead Frontend Developer,value proposition
LEAD_FE_DEV,SK1011,0.1875,0.1875,Lead Frontend Developer,user experience focus
LEAD_FE_DEV,SK1017,0.0625,0.0625,Lead Frontend Developer,startup mindset
LEAD_FE_DEV,SK1021,0.0625,0.0625,Lead Frontend Developer,compliance management
LEAD_FE_DEV,SK1025,0.125,0.125,Lead Frontend Developer,accessibility
LEAD_MOBILE_DEV,SK001,1.0,1.0,Lead Mobile Developer,java
LEAD_MOBILE_DEV,SK002,0.25,0.25,Lead Mobile Developer,javascript
LEAD_MOBILE_DEV,SK005,0.25,0.25,Lead Mobile Developer,css
LEAD_MOBILE_DEV,SK006,0.1667,0.1667,Lead Mobile Developer,html
LEAD_MOBILE_DEV,SK007,0.75,0.75,Lead Mobile Developer,mobile
LEAD_MOBILE_DEV,SK009,0.6667,0.6667,Lead Mobile Developer,git
LEAD_MOBILE_DEV,SK012,0.1667,0.1667,Lead Mobile Developer,database
LEAD_MOBILE_DEV,SK013,0.1667,0.1667,Lead Mobile Developer,rest
LEAD_MOBILE_DEV,SK016,0.25,0.25,Lead Mobile Developer,security
LEAD_MOBILE_DEV,SK019,0.0833,0.0833,Lead Mobile Developer,json
LEAD_MOBILE_DEV,SK020,0.1667,0.1667,Lead Mobile Developer,linux
LEAD_MOBILE_DEV,SK021,0.1667,0.1667,Lead Mobile Developer,api
LEAD_MOBILE_DEV,SK022,0.0833,0.0833,Lead Mobile Developer,html5
LEAD_MOBILE_DEV,SK026,0.25,0.25,Lead Mobile Developer,web developer
LEAD_MOBILE_DEV,SK027,0.25,0.25,Lead Mobile Developer,debugging
LEAD_MOBILE_DEV,SK028,0.1667,0.1667,Lead Mobile Developer,problem solving
LEAD_MOBILE_DEV,SK034,0.0833,0.0833,Lead Mobile Developer,algorithms
LEAD_MOBILE_DEV,SK035,0.25,0.25,Lead Mobile Developer,storage
LEAD_MOBILE_DEV,SK038,0.1667,0.1667,Lead Mobile Developer,team player
LEAD_MOBILE_DEV,SK041,0.5833,0.5833,Lead Mobile Developer,software engineer
LEAD_MOBILE_DEV,SK044,0.0833,0.0833,Lead Mobile Developer,data structures
LEAD_MOBILE_DEV,SK045,0.0833,0.0833,Lead Mobile Developer,information technology
LEAD_MOBILE_DEV,SK049,0.0833,0.0833,Lead Mobile Developer,.net
LEAD_MOBILE_DEV,SK052,0.0833,0.0833,Lead Mobile Developer,web development
LEAD_MOBILE_DEV,SK055,0.0833,0.0833,Lead Mobile Developer,ios
LEAD_MOBILE_DEV,SK056,0.0833,0.0833,Lead Mobile Developer,svn
LEAD_MOBILE_DEV,SK059,0.0833,0.0833,Lead Mobile Developer,web technologies
LEAD_MOBILE_DEV,SK063,0.0833,0.0833,Lead Mobile Developer,github
LEAD_MOBILE_DEV,SK067,0.25,0.25,Lead Mobile Developer,business analyst
LEAD_MOBILE_DEV,SK068,0.0833,0.0833,Lead Mobile Developer,solution architect
LEAD_MOBILE_DEV,SK070,1.0,1.0,Lead Mobile Developer,android developer
LEAD_MOBILE_DEV,SK074,0.0833,0.0833,Lead Mobile Developer,fundamentals
LEAD_MOBILE_DEV,SK078,0.0833,0.0833,Lead Mobile Developer,swift
LEAD_MOBILE_DEV,SK080,0.0833,0.0833,Lead Mobile Developer,technical skills
LEAD_MOBILE_DEV,SK081,0.0833,0.0833,Lead Mobile Developer,android sdk
LEAD_MOBILE_DEV,SK083,0.3333,0.3333,Lead Mobile Developer,android development
LEAD_MOBILE_DEV,SK089,0.1667,0.1667,Lead Mobile Developer,gradle
LEAD_MOBILE_DEV,SK094,0.25,0.25,Lead Mobile Developer,oop
LEAD_MOBILE_DEV,SK098,0.1667,0.1667,Lead Mobile Developer,mvvm
LEAD_MOBILE_DEV,SK102,0.1667,0.1667,Lead Mobile Developer,project manager
LEAD_MOBILE_DEV,SK107,0.0833,0.0833,Lead Mobile Developer,network
LEAD_MOBILE_DEV,SK109,0.0833,0.0833,Lead Mobile Developer,bug fixing
LEAD_MOBILE_DEV,SK111,0.0833,0.0833,Lead Mobile Developer,project management
LEAD_MOBILE_DEV,SK117,0.1667,0.1667,Lead Mobile Developer,system administrator
LEAD_MOBILE_DEV,SK120,0.1667,0.1667,Lead Mobile Developer,object oriented programming
LEAD_MOBILE_DEV,SK122,0.4167,0.4167,Lead Mobile Developer,software development
LEAD_MOBILE_DEV,SK124,0.1667,0.1667,Lead Mobile Developer,data analyst
LEAD_MOBILE_DEV,SK133,0.25,0.25,Lead Mobile Developer,threading
LEAD_MOBILE_DEV,SK135,0.25,0.25,Lead Mobile Developer,testing
LEAD_MOBILE_DEV,SK142,0.0833,0.0833,Lead Mobile Developer,mobile development
LEAD_MOBILE_DEV,SK148,0.0833,0.0833,Lead Mobile Developer,business requirements
LEAD_MOBILE_DEV,SK157,0.1667,0.1667,Lead Mobile Developer,application development
LEAD_MOBILE_DEV,SK158,0.0833,0.0833,Lead Mobile Developer,android studio
LEAD_MOBILE_DEV,SK161,0.5833,0.5833,Lead Mobile Developer,agile
LEAD_MOBILE_DEV,SK166,0.25,0.25,Lead Mobile Developer,coding
LEAD_MOBILE_DEV,SK199,0.0833,0.0833,Lead Mobile Developer,phonegap
LEAD_MOBILE_DEV,SK202,0.0833,0.0833,Lead Mobile Developer,installation
LEAD_MOBILE_DEV,SK205,0.25,0.25,Lead Mobile Developer,design patterns
LEAD_MOBILE_DEV,SK218,0.1667,0.1667,Lead Mobile Developer,system architecture
LEAD_MOBILE_DEV,SK225,0.25,0.25,Lead Mobile Developer,it manager
LEAD_MOBILE_DEV,SK238,0.0833,0.0833,Lead Mobile Developer,multimedia
LEAD_MOBILE_DEV,SK239,0.1667,0.1667,Lead Mobile Developer,computer science
LEAD_MOBILE_DEV,SK256,0.1667,0.1667,Lead Mobile Developer,xamarin
LEAD_MOBILE_DEV,SK258,0.0833,0.0833,Lead Mobile Developer,mobile application development
LEAD_MOBILE_DEV,SK265,1.0,1.0,Lead Mobile Developer,android
LEAD_MOBILE_DEV,SK266,0.0833,0.0833,Lead Mobile Developer,functional requirements
LEAD_MOBILE_DEV,SK271,0.0833,0.0833,Lead Mobile Developer,troubleshooting
LEAD_MOBILE_DEV,SK279,0.25,0.25,Lead Mobile Developer,mobile applications
LEAD_MOBILE_DEV,SK282,0.4167,0.4167,Lead Mobile Developer,implementation
LEAD_MOBILE_DEV,SK285,0.25,0.25,Lead Mobile Developer,programming
LEAD_MOBILE_DEV,SK289,0.0833,0.0833,Lead Mobile Developer,mvp
LEAD_MOBILE_DEV,SK295,0.0833,0.0833,Lead Mobile Developer,mentor
LEAD_MOBILE_DEV,SK303,0.4167,0.4167,Lead Mobile Developer,kotlin
LEAD_MOBILE_DEV,SK351,0.1667,0.1667,Lead Mobile Developer,react
LEAD_MOBILE_DEV,SK397,0.25,0.25,Lead Mobile Developer,play framework
LEAD_MOBILE_DEV,SK529,0.0833,0.0833,Lead Mobile Developer,google firebase
LEAD_MOBILE_DEV,SK619,0.0833,0.0833,Lead Mobile Developer,excel analytics
LEAD_MOBILE_DEV,SK655,0.25,0.25,Lead Mobile Developer,jenkins
LEAD_MOBILE_DEV,SK665,0.0833,0.0833,Lead Mobile Developer,spinnaker
LEAD_MOBILE_DEV,SK798,0.1667,0.1667,Lead Mobile Developer,react native
LEAD_MOBILE_DEV,SK799,0.0833,0.0833,Lead Mobile Developer,flutter
LEAD_MOBILE_DEV,SK803,0.0833,0.0833,Lead Mobile Developer,ionic
LEAD_MOBILE_DEV,SK812,0.0833,0.0833,Lead Mobile Developer,room database
LEAD_MOBILE_DEV,SK815,0.0833,0.0833,Lead Mobile Developer,push notifications
LEAD_MOBILE_DEV,SK816,0.0833,0.0833,Lead Mobile Developer,mobile ui testing
LEAD_MOBILE_DEV,SK817,0.0833,0.0833,Lead Mobile Developer,mobile ci cd
LEAD_MOBILE_DEV,SK821,0.1667,0.1667,Lead Mobile Developer,cross platform development
LEAD_MOBILE_DEV,SK822,0.0833,0.0833,Lead Mobile Developer,responsive design
LEAD_MOBILE_DEV,SK824,0.0833,0.0833,Lead Mobile Developer,mobile security
LEAD_MOBILE_DEV,SK827,0.0833,0.0833,Lead Mobile Developer,mobile deep linking
LEAD_MOBILE_DEV,SK879,0.0833,0.0833,Lead Mobile Developer,presentation skills
LEAD_MOBILE_DEV,SK882,1.0,1.0,Lead Mobile Developer,code review skills
LEAD_MOBILE_DEV,SK885,0.0833,0.0833,Lead Mobile Developer,cross functional communication
LEAD_MOBILE_DEV,SK890,0.1667,0.1667,Lead Mobile Developer,feedback delivery
LEAD_MOBILE_DEV,SK893,0.1667,0.1667,Lead Mobile Developer,persuasion
LEAD_MOBILE_DEV,SK908,0.1667,0.1667,Lead Mobile Developer,team leadership
LEAD_MOBILE_DEV,SK909,1.0,1.0,Lead Mobile Developer,mentoring
LEAD_MOBILE_DEV,SK910,0.0833,0.0833,Lead Mobile Developer,strategic thinking
LEAD_MOBILE_DEV,SK911,1.0,1.0,Lead Mobile Developer,people management
LEAD_MOBILE_DEV,SK915,0.0833,0.0833,Lead Mobile Developer,talent development
LEAD_MOBILE_DEV,SK917,0.0833,0.0833,Lead Mobile Developer,hiring and interviewing
LEAD_MOBILE_DEV,SK919,0.0833,0.0833,Lead Mobile Developer,team building
LEAD_MOBILE_DEV,SK920,0.0833,0.0833,Lead Mobile Developer,decision making
LEAD_MOBILE_DEV,SK926,0.0833,0.0833,Lead Mobile Developer,stakeholder alignment
LEAD_MOBILE_DEV,SK934,0.25,0.25,Lead Mobile Developer,accountability
LEAD_MOBILE_DEV,SK939,0.0833,0.0833,Lead Mobile Developer,influence without authority
LEAD_MOBILE_DEV,SK940,0.1667,0.1667,Lead Mobile Developer,coaching skills
LEAD_MOBILE_DEV,SK943,0.0833,0.0833,Lead Mobile Developer,goal setting
LEAD_MOBILE_DEV,SK944,0.0833,0.0833,Lead Mobile Developer,time management leadership
LEAD_MOBILE_DEV,SK948,0.1667,0.1667,Lead Mobile Developer,analytical thinking
LEAD_MOBILE_DEV,SK949,0.0833,0.0833,Lead Mobile Developer,system design
LEAD_MOBILE_DEV,SK950,0.3333,0.3333,Lead Mobile Developer,debugging skills
LEAD_MOBILE_DEV,SK951,0.0833,0.0833,Lead Mobile Developer,root cause analysis
LEAD_MOBILE_DEV,SK952,0.1667,0.1667,Lead Mobile Developer,innovation
LEAD_MOBILE_DEV,SK961,0.0833,0.0833,Lead Mobile Developer,decomposition
LEAD_MOBILE_DEV,SK966,0.0833,0.0833,Lead Mobile Developer,performance analysis
LEAD_MOBILE_DEV,SK973,0.5833,0.5833,Lead Mobile Developer,agile methodology
LEAD_MOBILE_DEV,SK974,0.1667,0.1667,Lead Mobile Developer,scrum framework
LEAD_MOBILE_DEV,SK976,0.1667,0.1667,Lead Mobile Developer,roadmap planning
LEAD_MOBILE_DEV,SK977,0.0833,0.0833,Lead Mobile Developer,risk management
LEAD_MOBILE_DEV,SK991,0.0833,0.0833,Lead Mobile Developer,quality assurance process
LEAD_MOBILE_DEV,SK1010,0.0833,0.0833,Lead Mobile Developer,data driven decisions
LEAD_MOBILE_DEV,SK1011,0.1667,0.1667,Lead Mobile Developer,user experience focus
LEAD_MOBILE_DEV,SK1016,0.0833,0.0833,Lead Mobile Developer,digital transformation
LEAD_QA_ENG,SK003,0.25,0.25,Lead QA Engineer,sql
LEAD_QA_ENG,SK007,0.25,0.25,Lead QA Engineer,mobile
LEAD_QA_ENG,SK009,0.25,0.25,Lead QA Engineer,git
LEAD_QA_ENG,SK012,0.5,0.5,Lead QA Engineer,database
LEAD_QA_ENG,SK013,0.25,0.25,Lead QA Engineer,rest
LEAD_QA_ENG,SK016,0.25,0.25,Lead QA Engineer,security
LEAD_QA_ENG,SK021,0.25,0.25,Lead QA Engineer,api
LEAD_QA_ENG,SK026,0.5,0.5,Lead QA Engineer,web developer
LEAD_QA_ENG,SK028,0.5,0.5,Lead QA Engineer,problem solving
LEAD_QA_ENG,SK038,0.25,0.25,Lead QA Engineer,team player
LEAD_QA_ENG,SK039,0.25,0.25,Lead QA Engineer,nosql
LEAD_QA_ENG,SK041,0.5,0.5,Lead QA Engineer,software engineer
LEAD_QA_ENG,SK045,0.25,0.25,Lead QA Engineer,information technology
LEAD_QA_ENG,SK061,0.25,0.25,Lead QA Engineer,windows
LEAD_QA_ENG,SK067,0.5,0.5,Lead QA Engineer,business analyst
LEAD_QA_ENG,SK080,0.25,0.25,Lead QA Engineer,technical skills
LEAD_QA_ENG,SK102,0.5,0.5,Lead QA Engineer,project manager
LEAD_QA_ENG,SK111,0.25,0.25,Lead QA Engineer,project management
LEAD_QA_ENG,SK117,0.75,0.75,Lead QA Engineer,system administrator
LEAD_QA_ENG,SK122,0.5,0.5,Lead QA Engineer,software development
LEAD_QA_ENG,SK135,0.75,0.75,Lead QA Engineer,testing
LEAD_QA_ENG,SK148,0.5,0.5,Lead QA Engineer,business requirements
LEAD_QA_ENG,SK161,0.75,0.75,Lead QA Engineer,agile
LEAD_QA_ENG,SK225,0.25,0.25,Lead QA Engineer,it manager
LEAD_QA_ENG,SK239,0.5,0.5,Lead QA Engineer,computer science
LEAD_QA_ENG,SK279,0.25,0.25,Lead QA Engineer,mobile applications
LEAD_QA_ENG,SK285,0.25,0.25,Lead QA Engineer,programming
LEAD_QA_ENG,SK427,0.25,0.25,Lead QA Engineer,selenium
LEAD_QA_ENG,SK655,0.25,0.25,Lead QA Engineer,jenkins
LEAD_QA_ENG,SK880,0.5,0.5,Lead QA Engineer,stakeholder management
LEAD_QA_ENG,SK881,0.25,0.25,Lead QA Engineer,documentation
LEAD_QA_ENG,SK882,0.5,0.5,Lead QA Engineer,code review skills
LEAD_QA_ENG,SK884,0.25,0.25,Lead QA Engineer,verbal communication
LEAD_QA_ENG,SK886,0.25,0.25,Lead QA Engineer,client communication
LEAD_QA_ENG,SK890,0.25,0.25,Lead QA Engineer,feedback delivery
LEAD_QA_ENG,SK908,0.25,0.25,Lead QA Engineer,team leadership
LEAD_QA_ENG,SK909,1.0,1.0,Lead QA Engineer,mentoring
LEAD_QA_ENG,SK911,1.0,1.0,Lead QA Engineer,people management
LEAD_QA_ENG,SK919,0.25,0.25,Lead QA Engineer,team building
LEAD_QA_ENG,SK920,0.25,0.25,Lead QA Engineer,decision making
LEAD_QA_ENG,SK934,0.25,0.25,Lead QA Engineer,accountability
LEAD_QA_ENG,SK940,0.75,0.75,Lead QA Engineer,coaching skills
LEAD_QA_ENG,SK943,0.25,0.25,Lead QA Engineer,goal setting
LEAD_QA_ENG,SK944,0.5,0.5,Lead QA Engineer,time management leadership
LEAD_QA_ENG,SK948,0.25,0.25,Lead QA Engineer,analytical thinking
LEAD_QA_ENG,SK952,0.25,0.25,Lead QA Engineer,innovation
LEAD_QA_ENG,SK973,0.75,0.75,Lead QA Engineer,agile methodology
LEAD_QA_ENG,SK974,0.25,0.25,Lead QA Engineer,scrum framework
LEAD_QA_ENG,SK984,0.25,0.25,Lead QA Engineer,waterfall methodology
LEAD_QA_ENG,SK991,0.5,0.5,Lead QA Engineer,quality assurance process
LEAD_QA_ENG,SK1009,0.25,0.25,Lead QA Engineer,kpi definition
LEAD_QA_ENG,SK1022,0.25,0.25,Lead QA Engineer,it governance
LEAD_QA_ENG,SK1093,0.25,0.25,Lead QA Engineer,itil foundation
ML_RESEARCH_SCIENTIST,SK001,0.1598,0.1598,ML Research Scientist,java
ML_RESEARCH_SCIENTIST,SK002,0.0464,0.0464,ML Research Scientist,javascript
ML_RESEARCH_SCIENTIST,SK003,0.1985,0.1985,ML Research Scientist,sql
ML_RESEARCH_SCIENTIST,SK004,0.5876,0.5876,ML Research Scientist,python
ML_RESEARCH_SCIENTIST,SK005,0.0258,0.0258,ML Research Scientist,css
ML_RESEARCH_SCIENTIST,SK006,0.0206,0.0206,ML Research Scientist,html
ML_RESEARCH_SCIENTIST,SK007,0.0258,0.0258,ML Research Scientist,mobile
ML_RESEARCH_SCIENTIST,SK008,0.0438,0.0438,ML Research Scientist,mysql
ML_RESEARCH_SCIENTIST,SK009,0.1598,0.1598,ML Research Scientist,git
ML_RESEARCH_SCIENTIST,SK011,0.1546,0.1546,ML Research Scientist,infrastructure
ML_RESEARCH_SCIENTIST,SK012,0.0567,0.0567,ML Research Scientist,database
ML_RESEARCH_SCIENTIST,SK013,0.0825,0.0825,ML Research Scientist,rest
ML_RESEARCH_SCIENTIST,SK016,0.1211,0.1211,ML Research Scientist,security
ML_RESEARCH_SCIENTIST,SK020,0.0851,0.0851,ML Research Scientist,linux
ML_RESEARCH_SCIENTIST,SK021,0.0619,0.0619,ML Research Scientist,api
ML_RESEARCH_SCIENTIST,SK022,0.0155,0.0155,ML Research Scientist,html5
ML_RESEARCH_SCIENTIST,SK023,0.0232,0.0232,ML Research Scientist,xml
ML_RESEARCH_SCIENTIST,SK024,0.0464,0.0464,ML Research Scientist,devops
ML_RESEARCH_SCIENTIST,SK026,0.0696,0.0696,ML Research Scientist,web developer
ML_RESEARCH_SCIENTIST,SK027,0.0464,0.0464,ML Research Scientist,debugging
ML_RESEARCH_SCIENTIST,SK028,0.3428,0.3428,ML Research Scientist,problem solving
ML_RESEARCH_SCIENTIST,SK029,0.1031,0.1031,ML Research Scientist,docker
ML_RESEARCH_SCIENTIST,SK031,0.6418,0.6418,ML Research Scientist,machine learning
ML_RESEARCH_SCIENTIST,SK034,0.3015,0.3015,ML Research Scientist,algorithms
ML_RESEARCH_SCIENTIST,SK035,0.0155,0.0155,ML Research Scientist,storage
ML_RESEARCH_SCIENTIST,SK038,0.0284,0.0284,ML Research Scientist,team player
ML_RESEARCH_SCIENTIST,SK039,0.0361,0.0361,ML Research Scientist,nosql
ML_RESEARCH_SCIENTIST,SK040,0.0593,0.0593,ML Research Scientist,software engineering
ML_RESEARCH_SCIENTIST,SK041,0.317,0.317,ML Research Scientist,software engineer
ML_RESEARCH_SCIENTIST,SK043,0.134,0.134,ML Research Scientist,big data
ML_RESEARCH_SCIENTIST,SK044,0.0619,0.0619,ML Research Scientist,data structures
ML_RESEARCH_SCIENTIST,SK045,0.0412,0.0412,ML Research Scientist,information technology
ML_RESEARCH_SCIENTIST,SK046,0.0335,0.0335,ML Research Scientist,soap
ML_RESEARCH_SCIENTIST,SK047,0.018,0.018,ML Research Scientist,mongodb
ML_RESEARCH_SCIENTIST,SK049,0.0206,0.0206,ML Research Scientist,.net
ML_RESEARCH_SCIENTIST,SK050,0.0567,0.0567,ML Research Scientist,written communication
