student_id,month,year,income,accommodation,food,transport,education,entertainment,utilities,degree_type,location,semester
183,7,2024,20350.118615337342,15578.310716975027,10901.233843485023,2175.3001396432082,6926.902444571082,3222.6630040784,1430.6751186209037,Law,Kandy,2
184,1,2024,17835.924782839218,3533.3449564119996,4827.985231061194,4333.488499505068,8478.64628048415,1583.5894249830267,2261.5397441521363,Law,Galle,3
185,1,2025,20465.638615631207,10040.19937935786,4869.563881339151,4823.491469299441,2312.8570326542117,2022.5604877698663,2214.8609866316633,Law,Galle,5
186,9,2025,29226.60347368226,13874.423185998367,9914.523728315544,2762.0992482308247,4305.605480764285,1271.8017149595048,1613.7287136485222,Medicine,Ratnapura,1
187,11,2024,23849.233832704293,17550.577228230628,5087.972651653491,1539.0407457176486,5484.493967863251,1792.439586712536,629.0154937622971,Law,Galle,7
188,9,2024,31369.670467620173,12264.382238623091,9522.746516106785,2351.58642499716,1157.798493734074,4280.621939095794,1443.6488168094506,Engineering,Kandy,4
189,4,2025,28816.029755160584,8621.134152975617,8925.007115525914,4137.805822697871,7363.718676218561,1419.2016770038183,1588.1797657277714,Law,Colombo,4
190,9,2024,6784.698415203142,8727.65580155799,6263.779284930842,2408.9868264728934,6284.419544622525,3158.8766196332413,2266.752773941791,Engineering,Galle,7
191,3,2023,26979.982374697687,15535.444813812297,8917.925400583585,3589.123947667514,4265.682960092272,1977.7555862768806,1511.674747260175,Medicine,Jaffna,5
192,7,2024,43003.63814253016,11128.905670432454,4913.518885539402,3168.558301298035,4633.33131299843,2543.9507707957164,774.8366618251165,Science,Kandy,4
193,6,2024,35602.15240830665,11971.199816838654,5500.250184340749,3710.003259037054,7507.733777647496,2995.6642043170013,2092.745998639023,Engineering,Matara,3
194,8,2023,28376.10528565575,14460.120775089277,7407.030653969835,4818.0109989470375,3409.124104726069,2217.813907524798,1363.4752065015073,Medicine,Ratnapura,2
195,11,2023,16524.86295624045,393.9052692256837,8197.319547680552,3589.7814755343384,7588.370699324574,1718.634274895768,27.149729781921828,Law,Kandy,1
196,9,2025,28820.42972900517,20001.470046032326,7240.903657530355,3146.9162766379295,4495.922526827424,1851.1272173740485,1694.9907447460473,Medicine,Colombo,6
197,5,2025,30917.99951902607,9075.704659795754,9082.789909682777,4928.373565808919,6511.992105553833,1878.0572146829297,1800.4627764721258,Law,Kandy,5
198,1,2023,22970.026553379328,12967.745477894287,8971.166037620727,3349.5521016250614,5173.528411157975,3491.4964455323297,994.237084280527,Medicine,Matara,4
199,3,2023,27533.9364704355,5181.211946014915,11823.417020870362,2207.0525026683995,9466.387693302371,812.6993782716875,1384.7725196261467,Science,Ratnapura,2
200,10,2025,37077.29966716832,10309.83555837985,7761.786632137489,3687.4652897694855,3225.215219784948,583.4184337657657,1894.6302155843698,Engineering,Jaffna,6
201,12,2024,18141.804642066192,16978.752185460387,10986.408577960321,3447.4555421329705,3853.4347548461324,636.7576662417861,1699.0708807213696,Science,Matara,3
202,8,2023,16533.603160326984,4335.331281336485,10301.813782234733,2692.0976577294,1987.7490446223378,1284.8548531420615,562.4058299310005,Arts,Kandy,4
203,11,2025,30541.594607953703,16504.800348756562,13734.94320823287,2482.4139475337265,2806.485665941358,2560.06646175869,2252.1300998984207,Law,Matara,4
204,6,2024,28660.341089584643,10905.215615070463,7681.854950244314,2701.740512685092,6426.256215389032,2609.135433923358,2523.7983717231905,Engineering,Kandy,1
205,8,2023,33230.706363302495,13948.657760880767,6949.10319636753,2468.110642498243,8200.327277730123,1513.9978868746339,1193.8896683808944,Science,Jaffna,3
206,9,2024,29558.350495230156,14630.097653940442,11144.235555609332,2734.240181287108,6652.961740720553,1977.2067778721282,354.0770562464479,Engineering,Jaffna,3
207,4,2025,20457.95949460645,13765.685997963703,8963.581429353155,2157.2033977581386,4989.217000546268,1106.9610919297322,1962.6676840817709,Arts,Colombo,5
208,1,2023,28457.541211723237,8540.197393476694,11204.148041959748,3386.1546881598156,3212.7709966878924,1181.1581700749055,1096.144536493144,Commerce,Jaffna,6
209,1,2024,15862.987653630611,10541.803413859905,9791.99699497375,3311.2013139588194,6796.8373432543,2463.893471209236,1821.26927705115,Law,Galle,1
210,10,2023,22997.45030613605,6153.7752909967385,2733.0947715012608,3345.2017772294694,3102.7961896283246,2838.1472488867175,2821.302279940223,Law,Matara,5
211,4,2024,29022.393847731233,13967.185326352319,8940.804442577957,2937.630660563346,2302.0965313884813,1618.5449404558858,572.2154524866893,Medicine,Matara,1
212,12,2025,22115.886266208883,18808.220616063703,8778.039744878724,2822.336743974938,4383.061333580191,3308.0120966646427,1022.0274721126056,Law,Kandy,3
213,7,2025,44744.417457838616,4702.23645329415,8332.767256159907,4442.005797653515,932.1187662230077,2772.4842790288876,1383.3122438709306,Law,Jaffna,1
214,2,2023,9862.526009410665,8953.416375447858,7669.392364691543,3067.405886837803,2237.2302508955026,3273.380681804441,2275.007016815365,Science,Colombo,1
215,3,2024,20620.077144009512,11272.898896468269,4019.64118051418,4263.766846055477,8771.980671765641,1759.2495447240653,3633.3702777319654,Law,Colombo,1
216,1,2023,17497.761329040717,12693.365694854216,10185.442293095808,2003.5840168336865,1866.3831510831951,3216.5489965061165,1648.2511122597766,Law,Colombo,8
217,5,2023,19397.20954033637,15516.705205737706,8934.421070233737,3589.177834201379,2623.7032379083776,3743.6341119806207,520.6663555652883,Arts,Ratnapura,2
218,1,2024,19856.01421215297,11391.200078569333,10754.891743493561,2265.296963339984,5143.665815413328,1669.9859733151845,1292.6871754492663,Arts,Galle,2
219,8,2024,14388.634505128055,10736.165094217398,4153.111189311867,2443.8480717066655,5247.80776006003,1876.664769305531,1035.0819082572095,Engineering,Jaffna,6
220,1,2024,31021.617188581018,16412.522824278964,9267.83622386317,2588.094160072448,4530.751405242292,1241.825198074881,1932.9512866114737,Engineering,Colombo,6
221,11,2025,20623.23762090319,14647.982268253221,7413.351656133594,2525.4010313962217,993.2525022177696,1084.6279230713378,1726.1308219793598,Law,Galle,7
222,1,2023,26308.586684709237,14155.911902804395,8359.470024813823,2530.3953435181493,6696.9786552755795,1093.9589269869641,874.9119791972412,Law,Matara,3
223,2,2023,21521.393904718043,12450.062846352457,7442.100914547773,4217.275089890565,4113.893200484007,1350.827094570166,999.9087454517213,Medicine,Kandy,1
224,2,2025,19472.95670171032,15932.608843679434,9359.019818700324,3045.41117311764,7440.899044349802,2219.790383188457,1283.965666455397,Engineering,Jaffna,3
225,12,2024,38378.2338886948,9374.762435078934,7592.817197521051,3225.055389209609,3710.3647569423056,1384.6403684629188,1356.3850139623503,Science,Jaffna,2
226,6,2025,32383.457457675264,8829.222871255688,5370.212687360777,2542.8400364485506,6964.988678281154,2195.3300436694944,1474.6866502982534,Law,Ratnapura,8
227,7,2025,10054.396800358842,14984.403947477296,8216.063546965477,3856.939303718109,7592.16689815887,2211.876120955962,1529.3239291166499,Science,Matara,1
228,5,2025,9206.900413312906,5499.856123012366,7464.563657161249,3355.0562782389197,4066.1154484923595,1623.9004849004968,2240.910322640723,Law,Jaffna,5
229,1,2023,33340.8706850919,12368.718038545949,7791.5159471777915,2691.071355650262,6760.900388211294,1949.890316344556,1262.2733927871357,Science,Ratnapura,2
230,1,2025,20841.17286760997,10733.766590949954,30.471309899641863,1415.7161073733569,2342.910643767206,1577.6700858509498,1173.85989585205,Commerce,Ratnapura,2
231,3,2023,11807.34132852622,6376.981077388176,9706.590208921763,3216.2964584018705,5527.378974138987,1751.4081813788384,696.7355874660706,Science,Ratnapura,2
232,2,2023,33365.881060322725,8274.929681134941,7213.340956633047,3575.679522535458,7444.4554167096785,1352.9096204286284,1365.684460429485,Engineering,Jaffna,7
233,5,2023,26352.992400792722,11564.095630818603,4629.616064954335,2021.1521616766536,6036.985691928247,2067.283751826253,1653.7177477158293,Law,Jaffna,1
234,12,2024,27012.568678658557,16135.85302599609,10306.408792120355,2704.6053813008375,9812.447845706478,1519.5633076321335,465.5421830440926,Engineering,Jaffna,6
235,10,2023,31476.31417604726,9388.168034968756,9590.914319382326,3537.160501460956,6148.715984582312,1067.1472992497636,1294.5428439632565,Science,Galle,4
236,6,2023,14520.182733740852,16853.525599619974,7181.699509312859,1429.0719428782327,4269.457494784998,2474.7431110788298,2196.1764779520263,Arts,Ratnapura,5
237,7,2024,11947.993428926686,12252.716910226065,5119.576551199953,2351.1478165901103,10681.772786002995,2501.832961028371,1888.9836256207263,Arts,Galle,5
238,4,2023,37647.634359225616,17241.538808679885,8445.07683669843,3376.9089416264014,8267.4020346951,2889.3588285152855,1724.0599036564754,Arts,Kandy,3
239,7,2025,13502.665914061661,9582.033564879806,8307.765211469023,4105.01843885161,1794.1848764032065,1180.4821003166571,1872.7273793847028,Law,Jaffna,1
240,11,2025,15222.097623395488,11804.761647578525,10310.835707479455,5185.7798122711665,3431.672790143371,1615.2581546312106,1155.7774380662252,Medicine,Matara,6
241,8,2023,16820.516963633872,13473.934413347983,6890.661212848774,4958.654768367091,2923.683785917353,2184.3963240717785,1075.8481284564227,Commerce,Colombo,2
242,11,2024,41639.56738952418,11281.958149033953,10987.30533716249,3143.7694823160095,6291.2592090181115,1598.3680985501917,2263.1452684428946,Science,Kandy,4
243,1,2025,28947.06640329218,15812.096588580944,6649.367491660581,2515.773118518048,6142.316073633577,2456.729587046257,1997.1836276549254,Medicine,Colombo,1
244,6,2024,32723.263795483042,3169.745098838936,4635.420538643945,3923.122267770886,6126.903864790998,2398.3463099871487,1052.2361870213376,Arts,Colombo,1
245,8,2024,26569.34036462983,21689.62215515976,5169.293111306797,2456.4070762763427,1740.1810810020986,2383.436284952853,372.7656241932082,Science,Jaffna,7
246,5,2025,20184.90231039013,15431.098427980649,7843.9711521609615,2237.9047150543483,3723.8169067899016,3167.7337866434113,1064.6906709118095,Medicine,Matara,6
247,4,2024,30050.330266081342,11305.872683859934,7836.213727353169,2694.7339476348993,4701.429490552711,2515.2616595667596,1826.120536479548,Engineering,Colombo,4
248,2,2025,12547.072233625573,9790.713305690622,8819.65285187694,2569.3266998228933,1356.158901358556,2123.112889185141,1105.0439143660622,Arts,Ratnapura,2
249,6,2024,16237.732383228042,8534.317554205782,7774.0649222038965,3412.6306230658756,3256.3444668842185,1845.1716107227705,1698.0406864803094,Medicine,Colombo,1
250,6,2025,30863.80143409185,14582.461896678948,10443.296290160824,2397.598377865639,7712.867420331464,1900.908713458547,2351.8623323393394,Law,Kandy,5
251,11,2023,14141.95815338576,15979.926675169416,7347.264753843559,3085.122057297815,1891.8480040608233,1148.6318769279412,1444.1837533241553,Engineering,Matara,8
252,1,2025,23487.348246705013,11349.895487480402,3009.309337821458,4594.95345140532,7910.520987436961,587.4318504399831,1640.3760917909274,Arts,Matara,5
253,9,2025,23851.901245156707,16427.96165191401,7697.258278835515,3122.1407140740475,7182.298185071005,2371.004902184851,1910.9423138997395,Commerce,Colombo,4
254,12,2025,20770.7039733027,8370.95981295551,2983.053280583797,4516.742288121778,4418.525560391038,2978.9063500504526,850.7494450034785,Arts,Matara,8
255,11,2025,9391.052201209144,7664.756600052656,8678.477452494244,4202.056601065949,3702.2540012646305,1735.9080613578108,1036.1704649927694,Law,Kandy,2
256,6,2024,19968.56887049046,19253.364820982195,10642.98249746229,3592.0402367006327,6663.6552442906,3269.675327226078,1935.6966959421284,Commerce,Kandy,4
257,3,2023,18400.252984540115,14364.43445415417,5534.438784293702,2645.8472100614795,3424.5196782087382,1858.7900535348238,1522.1805123294648,Commerce,Kandy,1
258,4,2025,26291.51890630159,17587.39280725331,11546.391715979627,4040.5079773491043,3524.004100107752,436.9824151095928,1573.0551661856578,Commerce,Ratnapura,7
259,12,2024,25883.92430959575,8584.241166449228,10107.078111821078,2750.0250813619264,4952.263191990543,2734.5994029836825,1519.9714967144096,Science,Jaffna,7
260,11,2023,28023.691679494994,8305.89843292508,11016.200388537636,2997.990344973039,739.5328084261639,1616.5694102094837,2086.9763813771747,Science,Colombo,5
261,4,2023,19592.10981620482,10565.56272216983,8473.909641086577,3330.198674165594,2100.0488031965874,2807.0229420160113,1761.427584269805,Commerce,Matara,7
262,3,2023,29182.223603727136,8703.764633843954,5518.087060620449,2994.632527606518,4368.677501997034,977.978012854688,1769.292054642487,Engineering,Kandy,3
263,10,2023,12551.946137810535,14821.460840913804,9952.038569535343,2279.732281589463,5951.392064425198,2329.63532971812,2233.3188945334637,Commerce,Colombo,4
264,3,2025,10424.762138781167,8995.495772294216,6438.49773307915,1472.9010850171308,3396.852123842643,1359.6311331645504,2463.9443148448136,Medicine,Colombo,7
265,3,2025,6315.418206666976,7313.320567730839,8294.711265258387,3959.132930325479,4604.779043956635,2161.1238932498845,2846.1550342608284,Commerce,Jaffna,3
266,4,2024,21005.622083424023,12568.061649020929,7571.622517990953,3570.3421268063607,1773.0811837247359,2613.285355660285,1152.591783110836,Science,Ratnapura,3
267,7,2024,18973.61420529154,6840.055296699146,10811.739641992239,1279.389007503658,6864.967704540641,2427.5208010351084,2981.6444484051744,Science,Matara,6
268,4,2024,31314.5248948368,4802.144274098443,9825.817514808323,2253.2126504631433,5440.164659121963,2055.4942664240743,841.93623392689,Medicine,Ratnapura,5
269,9,2023,19810.69930360904,12533.02893544511,7798.585504219073,3179.0654292733843,5617.091805278434,897.2327150302217,2661.1484418258756,Medicine,Matara,4
270,1,2023,27187.01078355414,5003.11982795916,3120.9820161496177,3442.572353560568,5976.50123596979,2584.2753444414125,1119.6240847851745,Arts,Kandy,3
271,8,2025,31506.372612664618,15101.117585181692,6411.931333676997,1481.5463410329085,5156.2550069895715,2825.1443503964797,1458.6361222771482,Engineering,Kandy,1
272,7,2023,19509.447394807074,6418.665094988815,9760.555723711042,2910.7613334575785,4032.454482852001,1165.602380674766,1511.1455670977841,Engineering,Colombo,7
273,2,2023,27384.417680857405,3037.3048543210093,8700.275652616461,3539.654595253964,7259.309097440617,1283.1766285552,979.817550103189,Engineering,Matara,6
274,8,2023,33015.42039164156,10824.813399436824,4241.945163967846,2648.4881981007197,5313.762295521546,2858.8458864263293,1552.0312000535764,Law,Matara,2
275,1,2024,15094.697801555461,12578.378013185938,3483.530068827777,3255.8296484343937,4668.561142653151,1833.246749944587,1010.7971340974145,Science,Ratnapura,7
276,11,2024,25198.818705957154,13965.900254727761,8488.77287539364,2512.4481179555232,4982.690692158992,1303.9093300755346,759.0339427975799,Engineering,Kandy,7
277,12,2025,19543.724934405484,12688.062796063414,5357.35708071056,3909.1963516995215,4940.06986702252,2218.0435308154183,1476.7658201842596,Arts,Galle,7
278,9,2023,15604.080940054891,7762.749515529031,5598.008847906058,2200.714286133729,4648.468792149376,1489.1804896364652,2453.9261341457604,Arts,Colombo,6
279,9,2023,12708.386076078168,14852.244723706417,9681.519321956635,1857.92176090562,5892.212725015815,2128.833705124785,1347.5881565898146,Engineering,Matara,2
280,2,2025,15474.811422570396,15840.554025918986,11005.596951039184,3028.9268640615505,3128.2795557552627,1669.4346633229213,2064.612549224529,Medicine,Jaffna,5
281,7,2023,25480.2320460161,7176.951486177845,6123.244932409254,1566.474027711504,3274.4179285193836,1737.9913439355644,992.6002243705087,Arts,Jaffna,4
282,10,2023,12113.244355506027,11275.975445361544,7888.099230969567,894.8888119372098,6118.527378857271,2888.317907085961,729.9143576192799,Medicine,Galle,4
283,3,2024,20594.1838072909,10902.239891563922,7814.383335039099,4083.7352980540136,4709.521318544407,25.180255899994464,1772.316094173216,Science,Kandy,2
284,7,2025,31505.55525482318,12881.526331152136,7589.489738258709,2015.7755184391813,6942.786204286192,2443.8006035481953,2553.3674310608676,Law,Kandy,8
285,12,2025,28592.087707351486,11180.304832903565,8101.496190390747,1666.3484174161874,5817.758001263727,2756.360622613195,1625.3726712798923,Arts,Kandy,7
286,10,2025,20755.939016494744,11728.488911708093,9891.24731960039,2188.241223050392,3894.7441798475356,1502.4046870578757,1995.9884679222434,Medicine,Ratnapura,1
287,9,2025,38517.52330686979,14567.262120966765,6315.189133176011,2143.3493685892045,6150.192726257349,2750.2122834905203,2397.074646117886,Engineering,Jaffna,2
288,4,2024,40144.29131129329,7544.587601595466,4186.8061637098335,2857.888538836456,7394.381915917872,1232.7808265273409,1478.0817901907137,Science,Kandy,2
289,12,2024,25208.979452317806,14949.492541043297,12225.0248340094,1906.5132663140332,5893.959112242508,1472.013163469098,1408.76203100325,Commerce,Jaffna,4
290,1,2023,5251.656672925531,16564.530926125004,10723.554811225125,3498.186142256155,6331.169886133593,1379.8663651271722,1783.2530103783795,Commerce,Galle,3
291,2,2023,32091.585576130077,18536.539973955474,5240.905321876505,3646.234131157715,4656.4582987931935,2761.0337308820676,1890.0114636709018,Engineering,Colombo,1
292,1,2023,6648.189279731316,3426.530703450563,8339.080021939882,1725.0085493844647,6986.079765761006,604.0418506657336,660.6149467900741,Science,Ratnapura,4
293,12,2023,36809.168885760526,11268.393371539129,10526.755411465276,2381.903377051612,3838.6191701407124,3312.1177808204598,1677.4353757624501,Science,Matara,6
294,5,2024,33668.67920593839,4139.597702585643,9872.609861315097,2476.9427599614137,5677.086051481033,1756.0491471088885,1499.5911543340828,Science,Galle,2
295,5,2025,39193.70003310416,2259.745240908705,9155.033274823212,2834.9926386336583,10139.012304871865,2491.9297233258844,1026.2886965338123,Science,Jaffna,8
296,11,2024,27082.124466941816,12576.372190429915,7574.432771020641,4082.683516983682,6077.7621120513195,2422.966337090985,1458.1137658933878,Commerce,Galle,3
297,7,2023,22108.913862545298,10403.392828598553,12318.259812654895,4140.313415002608,4158.577538816263,2120.985430565215,800.8051008823649,Medicine,Matara,1
298,9,2024,21399.19093047821,13199.403807082987,8552.14718114865,5498.867386165786,4153.4155166172,1519.451150817952,593.4433620757895,Science,Ratnapura,5
299,9,2025,20629.918631752822,13944.510760349263,6712.601851698274,730.6260708458217,4857.316605419311,2993.898050342283,1540.108949784617,Medicine,Colombo,1
300,3,2025,32848.54922939762,16991.583832431683,10177.689322113989,2075.704276848371,6702.491563458822,1588.1189874231166,2041.2462140373457,Science,Matara,1
301,3,2024,30698.171916047024,12215.68170122312,8240.146604878551,4814.009181074984,5291.555018334764,1415.0010738232766,1291.625557107985,Arts,Ratnapura,7
302,3,2024,25961.805067473702,23693.422469276353,8874.494318134057,1199.2996822231653,3702.9443735232067,2702.1682268188265,923.5624417153945,Law,Jaffna,2
303,4,2024,19222.54953658422,13225.639419940851,8507.873003978018,4791.265064170707,3699.40601442262,2116.599695629496,1016.8207286472002,Arts,Matara,2
304,8,2023,46033.70105040218,19369.916178268846,9241.938934417274,3147.3512731432447,5304.098662045961,3086.2572600929607,1829.3667106599316,Law,Galle,5
305,6,2024,32298.996911702958,2668.648797903007,5553.859366501983,3184.1327730225444,5084.789973477582,1949.8663268356001,2500.4311307655585,Arts,Kandy,5
306,8,2024,12218.304641812729,17398.9581182025,4372.234032074979,1720.2020138805296,5909.952338238041,1479.299701843403,1962.273714856378,Science,Galle,5
307,1,2024,20869.951872502985,11276.958040817759,11585.33180808396,2548.836779995703,6834.979791569789,2219.7947784191188,2280.4751395491344,Medicine,Jaffna,4
308,8,2025,32454.208779269644,4206.610962290914,8623.961404472922,4747.376359709906,10454.719404818998,1641.9062751300771,871.4257813378988,Law,Colombo,4
309,4,2025,18603.688630138528,13682.180436912478,9927.118193521446,2952.316864758773,2075.9329664647994,1502.4619909554356,1455.6420499591175,Commerce,Matara,2
310,11,2023,27812.383670607112,10788.17784806273,3600.6019495559344,2555.500971789795,6373.724254572882,2665.510554924699,2111.2145102546447,Engineering,Colombo,2
311,1,2023,32606.370402689183,14320.21299379257,10666.707771786258,3405.719196379236,5196.615416776581,3465.244053820022,660.4934512636605,Law,Jaffna,5
312,8,2025,2107.4246612511442,16044.305830204314,6696.285886610581,2807.782399697343,1310.8475377788232,1802.8305664652075,1104.9760718241528,Law,Matara,4
313,4,2025,24135.698401685997,6043.3995329536165,5984.454582977389,3345.151149806441,7499.061447303455,1220.2070509712555,2065.2114942249195,Commerce,Ratnapura,3
314,6,2025,24449.673228520976,16059.67592982063,7841.567080920034,2150.2586678400785,5842.346453163895,1877.234920080145,1655.0554624730094,Science,Ratnapura,4
315,8,2024,21703.420354529684,12025.917936882866,5555.049473643688,2922.847351391895,6599.612585640313,2411.840983916739,920.9334406303901,Arts,Galle,2
316,4,2024,27413.561079568328,17411.36469877309,7995.670754435982,2358.9237345592815,1601.1621098046346,2205.9836227819765,521.5071556758538,Arts,Galle,4
317,3,2025,30260.156859967,11179.407084008526,7659.154132463784,1196.0333593053226,4559.166145003583,2955.3853555773694,2302.3891088190035,Medicine,Jaffna,2
318,9,2024,26136.407554596874,10118.364429874315,10650.989763084706,3481.9577872476852,2841.606110211408,2532.07187062056,267.96936987544706,Science,Ratnapura,5
319,3,2024,22009.38084760454,12108.216162755805,11783.361255348675,1766.2271584444445,9326.201885361224,1117.272425512073,1879.4371073821828,Commerce,Matara,7
320,9,2023,30060.970398274156,12407.442825519413,11703.789482103957,2835.259069895898,7289.100691488763,1605.3453194873798,1180.1733387679817,Science,Ratnapura,5
321,2,2025,25392.427274194855,9348.860794033058,2338.712551509709,3926.068245827911,3638.064433429076,895.3327040197396,2128.2409898180103,Science,Galle,5
322,2,2025,23154.396694436175,10014.781076178866,5662.082925391787,1502.18654345957,1926.7221981007956,2915.7434765041503,874.7110201146581,Arts,Jaffna,3
323,2,2024,14501.764917288647,7092.497861944842,2312.7830904440943,3604.684096949602,5388.11013276751,406.49018778287933,3068.8793612170616,Commerce,Ratnapura,7
324,6,2025,12498.761717871374,10261.419640839222,5016.144313912423,2700.1865430313374,7184.844004588721,973.3341355021502,1741.379313413029,Engineering,Jaffna,3
325,3,2023,14350.161658287438,14705.240239990315,6376.204472740422,2033.476599072936,1529.8927891281412,1590.5580271958618,1840.2415312713536,Law,Ratnapura,2
326,9,2023,27226.63248976172,11450.583304375425,9026.40403806736,5022.923288886069,3136.450658013661,2451.1339224838534,1036.1716879338944,Arts,Colombo,1
327,4,2023,24367.370019149188,16036.261184189314,6700.1669137686495,2999.4437042451646,2788.8305819720827,1582.677269035479,1419.971799480704,Commerce,Ratnapura,6
328,1,2025,13157.727214340295,11258.282129387706,6769.824822628386,2431.907110423259,6733.892331821175,1707.8164690284063,1435.5305563462919,Medicine,Galle,3
329,4,2025,30167.34260635049,6273.928009106744,8454.411707999408,2219.787077633598,4260.341822910975,1723.5777013818401,2577.6409975510096,Law,Matara,2
330,1,2025,35994.47610543276,14389.099550226332,3726.7258869804728,3881.162468436696,4344.126955244989,2138.2260978865966,1740.3460628566718,Law,Galle,7
331,5,2025,20212.051066269312,9305.50743586639,5903.517117590341,2387.9437735365887,5349.309361277935,1023.5907717839985,1826.297823841943,Arts,Galle,4
332,4,2025,11072.145141053008,11066.53084494586,6741.108435456568,3756.5180985410257,3243.4383753419716,1242.2583615615624,1819.5893258891185,Medicine,Galle,7
333,8,2023,19326.988920784697,16950.28818993647,7493.995028421639,2997.5201688768393,2112.6265265448706,3344.738959036713,1877.1665394507581,Arts,Jaffna,5
334,8,2024,31835.685014357554,7356.518161113946,8192.384975563864,4116.188064433848,7739.37032472057,2321.919277757609,666.327894154326,Science,Kandy,5
335,7,2023,29388.238868278193,12658.97514985754,11751.624474332604,1957.460552517116,7924.971416959188,2608.6257374822762,2729.5608648220286,Commerce,Kandy,5
336,3,2025,17620.53851190817,11837.926599856832,10270.840402702737,2096.9367609039955,5359.164918926357,2046.4228251641734,973.5068566830242,Medicine,Colombo,2
337,1,2023,37169.377102117935,14803.702861748412,6076.724938770163,2718.9946859699317,5504.3110113352395,1887.7758014058081,1476.9573985985478,Law,Galle,5
338,1,2025,35786.24052741119,15420.613461928091,7346.677351371331,2801.933502475224,7522.027953160015,2365.704756876224,2418.8897385129767,Arts,Kandy,3
339,12,2025,19135.95149378687,13055.356016995569,7176.402157269691,2645.4429713029895,5313.30711320748,2582.090946940906,2660.775178042417,Law,Colombo,4
340,11,2023,19053.679976280266,10558.501413678401,6714.618708698141,5631.440405426518,4161.844188112709,2676.860539753375,1983.5724478388847,Medicine,Jaffna,5
341,3,2025,20257.376500964085,13893.490016103842,8681.289564552275,5063.247004351908,5078.678253554926,1898.7523521445278,1197.183186152672,Law,Galle,2
342,6,2024,20941.337796891632,17342.623588578248,3350.5511175727306,3299.055074821043,7786.3372743349455,2764.301245022657,1576.6407317665798,Arts,Matara,4
343,7,2025,32604.30406342755,11890.840241441198,10201.78597001621,3416.9720740504576,5106.643336857612,27.02656893630291,1600.1803674647124,Arts,Jaffna,5
344,6,2024,28402.63248381275,10930.975542307891,12233.876976788388,2763.567819920419,3661.2349306928954,2713.8296077800974,1621.4342743854802,Engineering,Colombo,1
345,6,2024,32016.6301548047,13552.681030671962,7325.398648320458,1950.174466481869,5294.004098570195,1658.4752346049584,761.9681835525215,Law,Jaffna,8
346,6,2025,30388.5211454936,12154.908081478447,7276.588937205428,2817.927759444748,6312.446275071528,2442.7059570413576,2256.0657194372925,Engineering,Matara,5
347,3,2023,38716.216545549854,6649.162304328804,8392.61061802168,3771.1177514620535,6072.506989811397,1480.5378194433094,1580.7533855626673,Engineering,Jaffna,6
348,6,2024,16524.915649526876,12957.323201589925,10548.464942400526,4305.626761568009,6105.647896143219,938.644375937778,1066.6687386300353,Law,Colombo,7
349,8,2023,28042.86824307133,6612.950364944944,7189.265707956894,3995.7084205227056,3346.64464173314,2271.7632250533343,1200.9641473515353,Medicine,Matara,3
350,11,2024,7609.429950122422,13497.922585633782,10334.862915254342,1490.2257068457884,6540.207133116914,798.7755813430406,1661.9100213052277,Science,Matara,4
351,11,2025,14464.355407225134,8811.429102373731,9221.236681133107,2710.772321846287,5056.931878424578,1680.2580574218343,658.256010264956,Arts,Jaffna,3
352,2,2025,24401.172912521222,12147.499216745384,13904.028610011725,1531.1324351340077,3576.41766506109,1350.056247116678,2027.061045699574,Commerce,Matara,1
353,5,2024,28345.652902036287,13562.375624796945,7178.34496209426,4168.843557402719,6524.303427304067,1859.9739693652189,1640.838181445845,Engineering,Jaffna,1
354,1,2025,24185.474063763442,21815.613383774282,3059.9988806979172,2587.6156051996677,4092.722302166472,2637.767295677818,2439.4137702156554,Medicine,Galle,6
355,12,2024,20462.460649498575,14970.999847147697,4417.652198286215,2952.889884368967,1851.4053028888932,1608.1237716364071,1546.5502326807423,Law,Matara,3
356,1,2025,21884.656980055697,17459.19523896934,8029.8205935003925,3480.0502680050013,2998.795237779356,2251.6620379300894,848.8392361286703,Medicine,Jaffna,4
357,5,2023,35955.527811392836,19486.991274775697,10569.705235051879,5766.139919811899,4636.726133905834,2591.4768305816706,781.3180860735987,Medicine,Galle,1
358,12,2025,21927.742576958877,13957.023667997779,6368.72714894819,3268.2749397895263,6156.604564222558,1514.1959593649701,1265.576631652543,Law,Matara,8
359,3,2023,38993.932976348224,13142.759201068797,7422.668875311675,2761.7289621937484,3271.8600958238185,1525.797177024718,1329.0571400270815,Commerce,Galle,1
360,4,2025,31352.136588329067,7733.1155646951365,9712.106843328938,1758.95787879636,4518.675079124931,3095.4631217601686,1159.642971205451,Law,Ratnapura,5
361,3,2023,28660.298769185843,11533.480270398422,5586.918497803856,4458.639448503105,2566.785536673884,1936.4890881776744,1577.088319751061,Commerce,Matara,6
362,1,2025,15451.224717432036,9107.64908145655,6471.826502012955,2818.3635357029248,6964.065832479622,2407.3110345054997,1144.413783668594,Law,Ratnapura,7
363,1,2023,32481.905291197014,10395.764599502456,5080.683280974347,4657.1424649277,8434.662227911103,2401.2488738873794,1652.5235366545435,Engineering,Colombo,2
364,12,2024,21049.835378012005,19482.653504769874,10945.570232206406,4105.613112948723,8218.565048976641,1041.6099151376177,1187.6109505990382,Commerce,Colombo,7
365,12,2024,15444.481935954402,12458.486036799959,11854.182029490918,2537.0438973915284,6929.959100972275,1391.2992990624039,1879.0222246407427,Engineering,Jaffna,8
