job_uid,role_id,detected_domain,core_count,supporting_count,optional_count,generic_soft_count,domain_signal_count,total_skills
JOBS_001017,SRE,DEVOPS_SRE,6,2,19,1,7,35
JOBS_001018,MOBILE_DEV,MOBILE_ENGINEERING,3,2,7,0,4,16
JOBS_001019,JR_FE_DEV,FULLSTACK_ENGINEERING,3,4,6,1,9,23
JOBS_001020,JR_BE_DEV,FULLSTACK_ENGINEERING,0,2,15,1,6,24
JOBS_001021,BE_DEV,FULLSTACK_ENGINEERING,3,4,2,0,5,14
JOBS_001022,BE_DEV,FULLSTACK_ENGINEERING,0,2,7,0,2,11
JOBS_001023,FE_DEV,FULLSTACK_ENGINEERING,3,3,13,3,2,24
JOBS_001024,BE_DEV,FULLSTACK_ENGINEERING,0,2,2,0,1,5
JOBS_001025,BE_DEV,FULLSTACK_ENGINEERING,1,2,11,3,4,21
JOBS_001026,BE_DEV,FULLSTACK_ENGINEERING,5,6,15,5,4,35
JOBS_001027,BE_DEV,FULLSTACK_ENGINEERING,3,4,6,0,5,18
JOBS_001028,FE_DEV,FULLSTACK_ENGINEERING,2,2,4,1,3,12
JOBS_001029,SRE,DEVOPS_SRE,5,2,18,4,4,33
JOBS_001030,MOBILE_DEV,MOBILE_ENGINEERING,3,1,16,0,5,25
JOBS_001031,BE_DEV,FULLSTACK_ENGINEERING,5,5,10,4,10,34
JOBS_001032,BE_DEV,FULLSTACK_ENGINEERING,1,2,17,0,5,25
JOBS_001033,FE_DEV,FULLSTACK_ENGINEERING,4,4,7,2,1,18
JOBS_001034,SENIOR_MOBILE_DEV,MOBILE_ENGINEERING,4,2,10,3,2,21
JOBS_001035,BE_DEV,FULLSTACK_ENGINEERING,4,4,11,2,4,25
JOBS_001036,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,1,8,2,2,15
JOBS_001037,JR_FE_DEV,FULLSTACK_ENGINEERING,4,2,2,1,1,10
JOBS_001038,BE_DEV,FULLSTACK_ENGINEERING,1,2,7,3,4,17
JOBS_001039,BE_DEV,FULLSTACK_ENGINEERING,0,0,4,2,1,7
JOBS_001040,MOBILE_DEV,MOBILE_ENGINEERING,3,1,9,1,5,19
JOBS_001041,JR_BE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,2,6
JOBS_001042,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,3,2,6,1,4,16
JOBS_001043,MOBILE_DEV,MOBILE_ENGINEERING,1,1,2,1,1,6
JOBS_001044,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,5,5,1,5,18
JOBS_001045,BE_DEV,FULLSTACK_ENGINEERING,3,5,2,1,8,19
JOBS_001046,BE_DEV,FULLSTACK_ENGINEERING,0,1,5,0,3,9
JOBS_001047,FE_DEV,FULLSTACK_ENGINEERING,4,3,4,1,1,13
JOBS_001048,FE_DEV,FULLSTACK_ENGINEERING,2,5,10,2,6,25
JOBS_001049,BE_DEV,FULLSTACK_ENGINEERING,0,2,8,0,5,15
JOBS_001050,FE_DEV,FULLSTACK_ENGINEERING,4,3,7,1,6,21
JOBS_001051,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,4,4,9,2,6,25
JOBS_001052,MOBILE_DEV,MOBILE_ENGINEERING,2,1,7,1,4,15
JOBS_001053,BE_DEV,FULLSTACK_ENGINEERING,4,5,6,2,1,18
JOBS_001054,BE_DEV,FULLSTACK_ENGINEERING,0,1,3,0,3,7
JOBS_001055,BE_DEV,FULLSTACK_ENGINEERING,2,3,6,0,7,18
JOBS_001056,FE_DEV,FULLSTACK_ENGINEERING,2,4,17,5,11,39
JOBS_001057,FE_DEV,FULLSTACK_ENGINEERING,3,3,13,1,5,25
JOBS_001058,DATA_ENGINEER,DATA_ENGINEERING,2,2,12,5,2,23
JOBS_001059,FE_DEV,FULLSTACK_ENGINEERING,2,2,9,2,1,16
JOBS_001060,SRE,DEVOPS_SRE,0,0,11,1,2,14
JOBS_001061,BE_DEV,FULLSTACK_ENGINEERING,0,2,10,5,2,19
JOBS_001062,SENIOR_DATA_ENGINEER,DATA_ENGINEERING,5,3,17,4,6,35
JOBS_001063,BE_DEV,FULLSTACK_ENGINEERING,3,1,6,4,2,16
JOBS_001064,SENIOR_MOBILE_DEV,MOBILE_ENGINEERING,2,1,15,4,3,25
JOBS_001065,JR_BE_DEV,FULLSTACK_ENGINEERING,0,1,7,1,3,12
JOBS_001066,BE_DEV,FULLSTACK_ENGINEERING,0,0,15,1,3,19
JOBS_001067,JR_DATA_ENGINEER,DATA_ENGINEERING,2,2,18,4,4,30
JOBS_001068,JR_MOBILE_DEV,MOBILE_ENGINEERING,2,0,6,0,1,9
JOBS_001069,JR_QA_ENG,QA_TESTING,1,3,15,5,4,28
JOBS_001070,JR_SYS_ADMIN,FULLSTACK_ENGINEERING,1,3,7,1,7,19
JOBS_001071,FE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,4,8
JOBS_001072,BE_DEV,FULLSTACK_ENGINEERING,1,1,8,3,4,17
JOBS_001073,BE_DEV,FULLSTACK_ENGINEERING,4,5,24,5,6,44
JOBS_001074,FE_DEV,FULLSTACK_ENGINEERING,2,2,6,2,3,15
JOBS_001075,SRE,DEVOPS_SRE,2,1,21,4,9,37
JOBS_001076,RESEARCH_SCIENTIST,FULLSTACK_ENGINEERING,1,0,7,0,11,19
JOBS_001077,SRE,DEVOPS_SRE,1,0,6,0,0,7
JOBS_001078,SRE,DEVOPS_SRE,6,1,10,2,4,23
JOBS_001079,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,1,4,30,7,8,50
JOBS_001080,BE_DEV,FULLSTACK_ENGINEERING,3,4,3,1,3,14
JOBS_001081,SE_II,FULLSTACK_ENGINEERING,0,0,4,0,1,5
JOBS_001082,BE_DEV,FULLSTACK_ENGINEERING,0,4,8,1,8,21
JOBS_001083,BE_DEV,FULLSTACK_ENGINEERING,0,1,1,0,3,5
JOBS_001084,QA_AUTOMATION_ENG,QA_TESTING,0,1,3,0,2,6
JOBS_001085,JR_PROJECT_MANAGER,PROJECT_MANAGEMENT,2,0,6,0,0,8
JOBS_001086,STAFF_ML_ENGINEER,AI_ML,5,0,1,0,1,7
JOBS_001087,LEAD_QA_ENG,QA_TESTING,1,1,5,1,1,9
JOBS_001088,QA_AUTOMATION_ENG,QA_TESTING,1,0,12,5,0,18
JOBS_001089,FE_DEV,FULLSTACK_ENGINEERING,0,3,5,1,7,16
JOBS_001090,QA_AUTOMATION_ENG,QA_TESTING,2,1,5,2,0,10
JOBS_001091,SENIOR_MOBILE_DEV,MOBILE_ENGINEERING,4,3,14,4,6,31
JOBS_001092,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,1,0,18,7,6,32
JOBS_001093,BE_DEV,FULLSTACK_ENGINEERING,1,4,7,1,2,15
JOBS_001094,BE_DEV,FULLSTACK_ENGINEERING,0,3,7,1,6,17
JOBS_001095,LEAD_QA_ENG,QA_TESTING,1,0,12,8,2,23
JOBS_001096,MOBILE_DEV,MOBILE_ENGINEERING,3,1,14,3,0,21
JOBS_001097,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,5,12,6,2,27
JOBS_001098,BE_DEV,FULLSTACK_ENGINEERING,1,6,15,1,6,29
JOBS_001099,BE_DEV,FULLSTACK_ENGINEERING,1,1,18,2,4,26
JOBS_001100,JR_BE_DEV,FULLSTACK_ENGINEERING,2,7,16,2,8,35
JOBS_001101,FE_DEV,FULLSTACK_ENGINEERING,2,3,5,1,3,14
JOBS_001102,BE_DEV,FULLSTACK_ENGINEERING,0,0,6,2,1,9
JOBS_001103,SENIOR_QA_AUTOMATION,QA_TESTING,2,3,20,6,2,33
JOBS_001104,BE_DEV,FULLSTACK_ENGINEERING,4,5,8,1,4,22
JOBS_001105,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,0,4,17,7,6,34
JOBS_001106,BE_DEV,FULLSTACK_ENGINEERING,0,0,6,2,4,12
JOBS_001107,BE_DEV,FULLSTACK_ENGINEERING,0,2,8,2,4,16
JOBS_001108,BE_DEV,FULLSTACK_ENGINEERING,0,3,6,0,4,13
JOBS_001109,QA_AUTOMATION_ENG,QA_TESTING,2,2,10,4,2,20
JOBS_001110,BE_DEV,FULLSTACK_ENGINEERING,0,1,14,2,4,21
JOBS_001111,MOBILE_DEV,MOBILE_ENGINEERING,0,0,8,2,2,12
JOBS_001112,BE_DEV,FULLSTACK_ENGINEERING,1,3,6,0,5,15
JOBS_001113,QA_AUTOMATION_ENG,QA_TESTING,1,0,5,2,0,8
JOBS_001114,QA_AUTOMATION_ENG,QA_TESTING,1,1,11,3,2,18
JOBS_001115,DATA_ENGINEER,DATA_ENGINEERING,1,0,22,4,5,32
JOBS_001116,SENIOR_SRE,DEVOPS_SRE,0,0,11,2,2,15
JOBS_001117,SE_II,FULLSTACK_ENGINEERING,0,0,5,1,1,7
JOBS_001118,SENIOR_QA_AUTOMATION,QA_TESTING,1,2,9,6,4,22
JOBS_001119,MOBILE_DEV,MOBILE_ENGINEERING,4,3,16,0,3,26
JOBS_001120,QA_AUTOMATION_ENG,QA_TESTING,0,0,3,2,1,6
JOBS_001121,BE_DEV,FULLSTACK_ENGINEERING,0,1,22,5,3,31
JOBS_001122,LEAD_BE_DEV,FULLSTACK_ENGINEERING,1,0,14,2,4,21
JOBS_001123,FE_DEV,FULLSTACK_ENGINEERING,2,3,6,4,4,19
JOBS_001124,SECURITY_ENGINEER,SECURITY,1,1,18,2,3,25
JOBS_001125,BE_DEV,FULLSTACK_ENGINEERING,5,4,12,1,4,26
JOBS_001126,JR_PROJECT_MANAGER,PROJECT_MANAGEMENT,1,0,3,1,0,5
JOBS_001127,CLOUD_ENGINEER,CLOUD_ENGINEERING,1,1,20,1,7,30
JOBS_001128,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,0,1,17,5,11,34
JOBS_001129,BE_DEV,FULLSTACK_ENGINEERING,0,5,9,0,3,17
JOBS_001130,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,3,4,12,4,6,29
JOBS_001131,BE_DEV,FULLSTACK_ENGINEERING,0,3,5,0,6,14
JOBS_001132,BE_DEV,FULLSTACK_ENGINEERING,1,0,4,1,3,9
JOBS_001133,CLOUD_ENGINEER,CLOUD_ENGINEERING,2,3,19,5,14,43
JOBS_001134,QA_AUTOMATION_ENG,QA_TESTING,1,0,1,2,0,4
JOBS_001135,BE_DEV,FULLSTACK_ENGINEERING,2,2,6,2,5,17
JOBS_001136,FE_DEV,FULLSTACK_ENGINEERING,2,3,7,3,5,20
JOBS_001137,BE_DEV,FULLSTACK_ENGINEERING,1,4,9,4,5,23
JOBS_001138,DATA_ENGINEER,DATA_ENGINEERING,1,1,8,2,1,13
JOBS_001139,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,4,27,10,7,50
JOBS_001140,MOBILE_DEV,MOBILE_ENGINEERING,5,2,5,0,8,20
JOBS_001141,QA_AUTOMATION_ENG,QA_TESTING,1,2,6,3,0,12
JOBS_001142,MOBILE_DEV,MOBILE_ENGINEERING,1,1,3,0,0,5
JOBS_001143,DATA_ENGINEER,DATA_ENGINEERING,3,0,9,2,3,17
JOBS_001144,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,2,0,10,3,1,16
JOBS_001145,QA_AUTOMATION_ENG,QA_TESTING,0,0,6,2,0,8
JOBS_001146,SENIOR_MOBILE_DEV,MOBILE_ENGINEERING,1,1,12,6,7,27
JOBS_001147,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,1,4,8
JOBS_001148,JR_PROJECT_MANAGER,PROJECT_MANAGEMENT,1,0,14,2,2,19
JOBS_001149,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,4,9,3,7,25
JOBS_001150,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,4,3,16,3,7,33
JOBS_001151,QA_AUTOMATION_ENG,QA_TESTING,0,2,2,1,2,7
JOBS_001152,FE_DEV,FULLSTACK_ENGINEERING,3,2,8,1,5,19
JOBS_001153,FE_DEV,FULLSTACK_ENGINEERING,2,3,5,1,2,13
JOBS_001154,FE_DEV,FULLSTACK_ENGINEERING,2,3,19,4,3,31
JOBS_001155,BE_DEV,FULLSTACK_ENGINEERING,4,4,10,3,2,23
JOBS_001156,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,0,1,9,2,4,16
JOBS_001157,QA_AUTOMATION_ENG,QA_TESTING,1,1,8,4,0,14
JOBS_001158,FE_DEV,FULLSTACK_ENGINEERING,1,2,4,2,4,13
JOBS_001159,BE_DEV,FULLSTACK_ENGINEERING,4,6,21,7,8,46
JOBS_001160,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,4,19,5,7,37
JOBS_001161,SENIOR_SRE,DEVOPS_SRE,6,1,11,3,2,23
JOBS_001162,SENIOR_DATA_ENGINEER,DATA_ENGINEERING,0,0,10,4,1,15
JOBS_001163,FE_DEV,FULLSTACK_ENGINEERING,2,3,26,9,10,50
JOBS_001164,BE_DEV,FULLSTACK_ENGINEERING,1,0,0,2,2,5
JOBS_001165,BE_DEV,FULLSTACK_ENGINEERING,2,4,21,1,8,36
JOBS_001166,MOBILE_DEV,MOBILE_ENGINEERING,4,1,15,2,4,26
JOBS_001167,BE_DEV,FULLSTACK_ENGINEERING,2,5,2,1,5,15
JOBS_001168,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,1,3,21,7,8,40
JOBS_001169,BE_DEV,FULLSTACK_ENGINEERING,1,2,11,2,8,24
JOBS_001170,UI_UX_DESIGNER,UI_UX_DESIGN,0,2,3,0,1,6
JOBS_001171,BE_DEV,FULLSTACK_ENGINEERING,3,4,18,5,6,36
JOBS_001172,SRE,DEVOPS_SRE,0,1,8,2,2,13
JOBS_001173,SRE,DEVOPS_SRE,7,2,26,5,3,43
JOBS_001174,LEAD_QA_ENG,QA_TESTING,0,1,11,7,0,19
JOBS_001175,BE_DEV,FULLSTACK_ENGINEERING,1,1,5,0,3,10
JOBS_001176,JR_BE_DEV,FULLSTACK_ENGINEERING,1,2,8,1,3,15
JOBS_001177,DATA_ENGINEER,DATA_ENGINEERING,1,0,11,5,2,19
JOBS_001178,SRE,DEVOPS_SRE,2,0,2,2,3,9
JOBS_001179,FE_DEV,FULLSTACK_ENGINEERING,3,5,11,2,5,26
JOBS_001180,BE_DEV,FULLSTACK_ENGINEERING,1,1,9,2,7,20
JOBS_001181,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,1,1,4,2,5,13
JOBS_001182,MOBILE_DEV,MOBILE_ENGINEERING,4,4,9,0,4,21
JOBS_001183,FE_DEV,FULLSTACK_ENGINEERING,4,3,4,0,3,14
JOBS_001184,CLOUD_ENGINEER,CLOUD_ENGINEERING,4,2,13,1,3,23
JOBS_001185,FE_DEV,FULLSTACK_ENGINEERING,2,2,7,1,8,20
JOBS_001186,QA_AUTOMATION_ENG,QA_TESTING,1,0,8,4,2,15
JOBS_001187,FE_DEV,FULLSTACK_ENGINEERING,3,5,9,0,4,21
JOBS_001188,BE_DEV,FULLSTACK_ENGINEERING,1,1,2,1,3,8
JOBS_001189,SE_II,FULLSTACK_ENGINEERING,0,0,4,0,2,6
JOBS_001190,MOBILE_DEV,MOBILE_ENGINEERING,2,1,9,1,0,13
JOBS_001191,QA_AUTOMATION_ENG,QA_TESTING,1,0,6,2,0,9
JOBS_001192,BE_DEV,FULLSTACK_ENGINEERING,5,3,8,2,2,20
JOBS_001193,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,1,0,23,5,7,36
JOBS_001194,BE_DEV,FULLSTACK_ENGINEERING,2,4,14,5,10,35
JOBS_001195,BE_DEV,FULLSTACK_ENGINEERING,2,4,10,1,2,19
JOBS_001196,DATA_ENGINEER,DATA_ENGINEERING,5,0,13,5,2,25
JOBS_001197,SENIOR_SRE,DEVOPS_SRE,0,0,8,1,1,10
JOBS_001198,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,4,3,15,4,8,34
JOBS_001199,LEAD_BE_DEV,FULLSTACK_ENGINEERING,4,5,23,7,9,48
JOBS_001200,BE_DEV,FULLSTACK_ENGINEERING,3,2,13,2,4,24
JOBS_001201,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,5,5,9,1,6,26
JOBS_001202,JR_PROJECT_MANAGER,PROJECT_MANAGEMENT,4,0,15,6,5,30
JOBS_001203,BE_DEV,FULLSTACK_ENGINEERING,0,1,14,5,2,22
JOBS_001204,QA_AUTOMATION_ENG,QA_TESTING,1,2,13,5,0,21
JOBS_001205,DATA_ENGINEER,DATA_ENGINEERING,1,0,9,2,3,15
JOBS_001206,BE_DEV,FULLSTACK_ENGINEERING,0,3,14,1,5,23
JOBS_001207,FE_DEV,FULLSTACK_ENGINEERING,2,6,22,4,10,44
JOBS_001208,FE_DEV,FULLSTACK_ENGINEERING,0,0,4,0,2,6
JOBS_001209,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,0,2,20,5,5,32
JOBS_001210,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,2,2,4,5,6,19
JOBS_001211,BE_DEV,FULLSTACK_ENGINEERING,0,1,14,6,2,23
JOBS_001212,QA_AUTOMATION_ENG,QA_TESTING,2,2,10,5,7,26
JOBS_001213,FE_DEV,FULLSTACK_ENGINEERING,4,4,6,1,6,21
JOBS_001214,SE_II,FULLSTACK_ENGINEERING,0,0,6,1,4,11
JOBS_001215,FE_DEV,FULLSTACK_ENGINEERING,2,6,4,0,3,15
JOBS_001216,BE_DEV,FULLSTACK_ENGINEERING,4,8,13,5,7,37
JOBS_001217,DATA_ENGINEER,DATA_ENGINEERING,3,3,10,5,2,23
JOBS_001218,ML_RESEARCH_SCIENTIST,AI_ML,7,2,4,2,5,20
JOBS_001219,QA_AUTOMATION_ENG,QA_TESTING,1,1,9,3,3,17
JOBS_001220,FE_DEV,FULLSTACK_ENGINEERING,3,3,5,0,1,12
JOBS_001221,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,3,6,17,3,7,36
JOBS_001222,BE_DEV,FULLSTACK_ENGINEERING,0,1,8,3,2,14
JOBS_001223,SECURITY_ENGINEER,SECURITY,0,0,5,3,3,11
JOBS_001224,BE_DEV,FULLSTACK_ENGINEERING,2,3,3,0,2,10
JOBS_001225,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,2,3,4,1,2,12
JOBS_001226,FE_DEV,FULLSTACK_ENGINEERING,4,4,3,2,4,17
JOBS_001227,BE_DEV,FULLSTACK_ENGINEERING,0,0,9,4,3,16
JOBS_001228,FE_DEV,FULLSTACK_ENGINEERING,2,3,6,3,2,16
JOBS_001229,SE_II,FULLSTACK_ENGINEERING,0,0,9,1,1,11
JOBS_001230,SENIOR_UI_UX_DESIGNER,UI_UX_DESIGN,0,2,14,3,2,21
JOBS_001231,BE_DEV,FULLSTACK_ENGINEERING,0,5,25,8,12,50
JOBS_001232,BE_DEV,FULLSTACK_ENGINEERING,1,2,7,1,2,13
JOBS_001233,FE_DEV,FULLSTACK_ENGINEERING,2,3,7,1,8,21
JOBS_001234,BE_DEV,FULLSTACK_ENGINEERING,0,1,2,2,4,9
JOBS_001235,BE_DEV,FULLSTACK_ENGINEERING,2,1,1,1,1,6
JOBS_001236,BE_DEV,FULLSTACK_ENGINEERING,1,1,1,2,1,6
JOBS_001237,BE_DEV,FULLSTACK_ENGINEERING,2,7,12,3,8,32
JOBS_001238,SENIOR_SE,FULLSTACK_ENGINEERING,0,0,11,4,1,16
JOBS_001239,FE_DEV,FULLSTACK_ENGINEERING,3,2,5,0,4,14
JOBS_001240,FE_DEV,FULLSTACK_ENGINEERING,3,6,14,3,5,31
JOBS_001241,RESEARCH_SCIENTIST,FULLSTACK_ENGINEERING,1,0,7,1,4,13
JOBS_001242,BE_DEV,FULLSTACK_ENGINEERING,2,0,12,5,3,22
JOBS_001243,QA_AUTOMATION_ENG,QA_TESTING,2,3,7,1,0,13
JOBS_001244,BE_DEV,FULLSTACK_ENGINEERING,1,0,3,1,6,11
JOBS_001245,DATA_ENGINEER,DATA_ENGINEERING,1,0,2,2,0,5
JOBS_001246,BE_DEV,FULLSTACK_ENGINEERING,3,5,7,2,7,24
JOBS_001247,MOBILE_DEV,MOBILE_ENGINEERING,4,2,9,1,7,23
JOBS_001248,BE_DEV,FULLSTACK_ENGINEERING,0,1,5,1,1,8
JOBS_001249,BE_DEV,FULLSTACK_ENGINEERING,0,3,2,1,3,9
JOBS_001250,BE_DEV,FULLSTACK_ENGINEERING,2,5,2,1,0,10
JOBS_001251,BE_DEV,FULLSTACK_ENGINEERING,0,1,8,1,4,14
JOBS_001252,MOBILE_DEV,MOBILE_ENGINEERING,4,2,9,5,5,25
JOBS_001253,BE_DEV,FULLSTACK_ENGINEERING,0,3,1,0,2,6
JOBS_001254,FE_DEV,FULLSTACK_ENGINEERING,2,4,12,1,9,28
JOBS_001255,SE_II,FULLSTACK_ENGINEERING,1,0,2,1,3,7
JOBS_001256,BE_DEV,FULLSTACK_ENGINEERING,3,2,14,3,4,26
JOBS_001257,FE_DEV,FULLSTACK_ENGINEERING,3,2,2,2,0,9
JOBS_001258,MOBILE_DEV,MOBILE_ENGINEERING,5,2,4,0,3,14
JOBS_001259,BE_DEV,FULLSTACK_ENGINEERING,1,5,16,3,5,30
JOBS_001260,BE_DEV,FULLSTACK_ENGINEERING,1,3,2,1,3,10
JOBS_001261,BE_DEV,FULLSTACK_ENGINEERING,1,0,3,2,2,8
JOBS_001262,MOBILE_DEV,MOBILE_ENGINEERING,3,2,4,1,5,15
JOBS_001263,BE_DEV,FULLSTACK_ENGINEERING,1,2,6,5,4,18
JOBS_001264,MOBILE_DEV,MOBILE_ENGINEERING,5,3,23,2,4,37
JOBS_001265,JR_BE_DEV,FULLSTACK_ENGINEERING,1,4,9,2,4,20
JOBS_001266,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,3,6,4,6,21
JOBS_001267,FE_DEV,FULLSTACK_ENGINEERING,2,2,2,0,3,9
JOBS_001268,FE_DEV,FULLSTACK_ENGINEERING,4,2,3,0,1,10
JOBS_001269,MOBILE_DEV,MOBILE_ENGINEERING,4,0,16,2,0,22
JOBS_001270,SENIOR_SECURITY_ENG,SECURITY,0,1,8,2,1,12
JOBS_001271,MOBILE_DEV,MOBILE_ENGINEERING,3,2,6,1,3,15
JOBS_001272,QA_AUTOMATION_ENG,QA_TESTING,1,0,6,3,0,10
JOBS_001273,MOBILE_DEV,MOBILE_ENGINEERING,1,0,5,0,0,6
JOBS_001274,BE_DEV,FULLSTACK_ENGINEERING,3,4,7,0,9,23
JOBS_001275,FE_DEV,FULLSTACK_ENGINEERING,2,2,8,4,3,19
JOBS_001276,FE_DEV,FULLSTACK_ENGINEERING,1,4,3,1,4,13
JOBS_001277,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,2,2,23,4,9,40
JOBS_001278,DATA_ENGINEER,DATA_ENGINEERING,8,1,22,3,6,40
JOBS_001279,BE_DEV,FULLSTACK_ENGINEERING,4,4,7,0,3,18
JOBS_001280,BE_DEV,FULLSTACK_ENGINEERING,5,4,13,3,3,28
JOBS_001281,FE_DEV,FULLSTACK_ENGINEERING,2,4,11,3,4,24
JOBS_001282,QA_AUTOMATION_ENG,QA_TESTING,1,0,2,2,0,5
JOBS_001283,FE_DEV,FULLSTACK_ENGINEERING,1,0,8,2,3,14
JOBS_001284,LEAD_FE_DEV,FULLSTACK_ENGINEERING,3,2,13,4,4,26
JOBS_001285,BE_DEV,FULLSTACK_ENGINEERING,1,3,16,5,3,28
JOBS_001286,FE_DEV,FULLSTACK_ENGINEERING,3,6,17,3,4,33
JOBS_001287,QA_AUTOMATION_ENG,QA_TESTING,1,0,3,1,1,6
JOBS_001288,BE_DEV,FULLSTACK_ENGINEERING,1,2,6,1,4,14
JOBS_001289,BE_DEV,FULLSTACK_ENGINEERING,1,3,16,3,5,28
JOBS_001290,QA_AUTOMATION_ENG,QA_TESTING,1,1,2,2,1,7
JOBS_001291,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,0,2,16,4,3,25
JOBS_001292,SE_II,FULLSTACK_ENGINEERING,0,1,1,2,2,6
JOBS_001293,FE_DEV,FULLSTACK_ENGINEERING,5,5,8,2,3,23
JOBS_001294,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,0,0,10,3,1,14
JOBS_001295,DATA_ENGINEER,DATA_ENGINEERING,1,0,3,0,1,5
JOBS_001296,DATA_ENGINEER,DATA_ENGINEERING,2,1,14,3,1,21
JOBS_001297,JR_PROJECT_MANAGER,PROJECT_MANAGEMENT,1,0,12,2,0,15
JOBS_001298,QA_AUTOMATION_ENG,QA_TESTING,1,0,1,3,0,5
JOBS_001299,BE_DEV,FULLSTACK_ENGINEERING,2,4,13,2,7,28
JOBS_001300,FE_DEV,FULLSTACK_ENGINEERING,2,3,13,1,9,28
JOBS_001301,DATA_ENGINEER,DATA_ENGINEERING,1,1,4,5,2,13
JOBS_001302,FE_DEV,FULLSTACK_ENGINEERING,2,3,7,4,3,19
JOBS_001303,DATA_ENGINEER,DATA_ENGINEERING,1,2,7,1,6,17
JOBS_001304,FE_DEV,FULLSTACK_ENGINEERING,5,3,7,2,2,19
JOBS_001305,BE_DEV,FULLSTACK_ENGINEERING,0,0,5,0,3,8
JOBS_001306,SE_II,FULLSTACK_ENGINEERING,0,0,8,3,3,14
JOBS_001307,BE_DEV,FULLSTACK_ENGINEERING,0,1,14,2,3,20
JOBS_001308,JR_BE_DEV,FULLSTACK_ENGINEERING,2,0,4,1,2,9
JOBS_001309,BE_DEV,FULLSTACK_ENGINEERING,0,1,6,0,1,8
JOBS_001310,FE_DEV,FULLSTACK_ENGINEERING,2,2,4,1,1,10
JOBS_001311,FE_DEV,FULLSTACK_ENGINEERING,1,2,4,0,2,9
JOBS_001312,JR_BE_DEV,FULLSTACK_ENGINEERING,0,2,2,1,2,7
JOBS_001313,BE_DEV,FULLSTACK_ENGINEERING,1,5,12,2,5,25
JOBS_001314,UI_UX_DESIGNER,UI_UX_DESIGN,0,0,17,4,4,25
JOBS_001315,MOBILE_DEV,MOBILE_ENGINEERING,2,0,8,0,1,11
JOBS_001316,DATA_ENGINEER,DATA_ENGINEERING,1,1,8,4,11,25
JOBS_001317,BE_DEV,FULLSTACK_ENGINEERING,0,6,13,1,7,27
JOBS_001318,BE_DEV,FULLSTACK_ENGINEERING,4,3,20,6,9,42
JOBS_001319,RESEARCH_SCIENTIST,FULLSTACK_ENGINEERING,1,1,12,4,2,20
JOBS_001320,BE_DEV,FULLSTACK_ENGINEERING,5,2,5,0,2,14
JOBS_001321,JR_BE_DEV,FULLSTACK_ENGINEERING,0,2,6,0,9,17
JOBS_001322,SRE,DEVOPS_SRE,6,2,12,1,3,24
JOBS_001323,FE_DEV,FULLSTACK_ENGINEERING,3,4,8,1,1,17
JOBS_001324,UI_UX_DESIGNER,UI_UX_DESIGN,0,0,5,2,0,7
JOBS_001325,SRE,DEVOPS_SRE,0,0,12,4,5,21
JOBS_001326,FE_DEV,FULLSTACK_ENGINEERING,3,4,7,0,3,17
JOBS_001327,FE_DEV,FULLSTACK_ENGINEERING,2,2,0,1,0,5
JOBS_001328,FE_DEV,FULLSTACK_ENGINEERING,2,3,12,8,3,28
JOBS_001329,SENIOR_FE_DEV,FULLSTACK_ENGINEERING,1,5,13,2,4,25
JOBS_001330,SENIOR_BE_DEV,FULLSTACK_ENGINEERING,1,1,11,2,5,20
JOBS_001331,FE_DEV,FULLSTACK_ENGINEERING,2,0,5,6,3,16
JOBS_001332,DATA_ENGINEER,DATA_ENGINEERING,1,0,2,2,0,5
JOBS_001333,FE_DEV,FULLSTACK_ENGINEERING,0,1,2,2,1,6
JOBS_001334,ML_RESEARCH_SCIENTIST,AI_ML,0,1,3,1,0,5
